time_x,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),is_day (),direct_radiation (W/m²),daily_weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2024-02-01 02:00:00,25.1,90,23.3,30.1,0.0,0.0,3,1012.0,1011.3,86,4.1,232,28.9,0.184,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 03:00:00,24.7,93,23.5,29.9,0.0,0.0,3,1011.7,1011.0,85,4.2,211,28.9,0.184,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 04:00:00,24.4,93,23.2,29.5,0.0,0.0,1,1011.4,1010.7,31,3.3,193,28.9,0.185,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 05:00:00,24.9,89,23.0,30.1,0.0,0.0,3,1012.4,1011.7,100,1.8,180,28.9,0.185,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 06:00:00,24.8,92,23.4,28.5,3.7,3.7,63,1013.9,1013.2,100,13.4,324,28.9,0.186,1,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 07:00:00,25.2,93,24.0,29.7,1.1,1.1,55,1013.7,1013.0,100,11.0,293,28.9,0.186,1,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 08:00:00,27.5,82,24.2,33.0,0.0,0.0,2,1014.0,1013.3,56,4.9,306,28.9,0.186,1,53.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 09:00:00,26.9,84,23.9,30.9,2.5,2.5,63,1014.5,1013.8,84,13.9,301,28.9,0.187,1,166.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 10:00:00,27.7,83,24.5,32.7,0.1,0.1,51,1014.0,1013.3,83,9.6,304,28.9,0.187,1,153.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 11:00:00,29.2,79,25.2,36.3,0.1,0.1,51,1013.5,1012.8,47,10.2,315,28.9,0.187,1,636.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 12:00:00,29.3,79,25.2,36.0,0.2,0.2,51,1012.5,1011.8,48,16.1,320,28.8,0.188,1,786.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 13:00:00,28.7,79,24.8,34.0,0.2,0.2,51,1012.1,1011.4,59,16.2,328,28.8,0.188,1,438.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 14:00:00,29.0,79,24.9,34.7,0.3,0.3,51,1011.1,1010.4,42,15.4,323,28.8,0.188,1,603.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 15:00:00,29.2,78,25.0,34.5,0.3,0.3,51,1011.0,1010.3,28,15.9,309,28.8,0.189,1,583.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 16:00:00,28.3,78,24.1,32.0,0.3,0.3,51,1011.0,1010.3,58,16.5,281,28.8,0.189,1,273.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 17:00:00,27.5,80,23.8,31.7,0.1,0.1,51,1011.3,1010.6,52,12.6,268,28.8,0.189,1,125.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 18:00:00,26.8,85,24.2,31.7,0.2,0.2,51,1011.7,1011.0,37,8.9,256,28.8,0.189,1,23.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 19:00:00,26.0,92,24.6,31.1,0.1,0.1,51,1012.6,1011.9,30,9.2,239,28.8,0.19,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 20:00:00,25.3,98,25.0,31.1,0.5,0.5,53,1013.0,1012.3,89,6.2,216,28.8,0.19,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 21:00:00,25.3,98,25.0,31.4,0.2,0.2,51,1013.6,1012.9,33,4.6,219,28.8,0.191,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 22:00:00,25.2,98,24.9,31.1,0.3,0.3,51,1013.7,1013.0,38,5.7,235,28.8,0.191,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-01 23:00:00,25.1,97,24.6,30.5,0.3,0.3,51,1013.1,1012.4,31,7.3,250,28.8,0.191,0,0.0,63,29.3,24.4,26.5,2024-02-01T05:48,2024-02-01T18:11,16.5,286
2024-02-02 00:00:00,25.3,94,24.2,30.0,0.1,0.1,51,1012.8,1012.1,30,9.8,253,28.8,0.192,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 01:00:00,25.2,93,24.0,29.6,0.0,0.0,1,1012.2,1011.5,30,11.3,261,28.8,0.192,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 02:00:00,25.1,93,23.8,29.3,0.0,0.0,1,1011.3,1010.6,30,11.8,247,28.8,0.192,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 03:00:00,24.8,93,23.6,29.4,0.0,0.0,1,1011.2,1010.5,31,8.7,246,28.8,0.193,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 04:00:00,24.4,94,23.5,29.2,0.0,0.0,1,1011.4,1010.7,42,6.5,199,28.8,0.193,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 05:00:00,23.9,96,23.2,28.9,0.0,0.0,1,1011.8,1011.1,31,3.9,202,28.8,0.193,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 06:00:00,23.9,94,22.9,28.7,0.0,0.0,1,1011.9,1011.2,28,4.3,222,28.8,0.194,1,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 07:00:00,25.7,91,24.0,30.7,0.0,0.0,1,1013.0,1012.3,37,7.3,281,28.8,0.194,1,39.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 08:00:00,27.0,85,24.3,32.3,0.0,0.0,1,1012.8,1012.1,32,6.8,238,28.8,0.194,1,161.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 09:00:00,28.5,77,24.1,33.6,0.0,0.0,1,1012.6,1011.9,44,7.5,235,28.8,0.194,1,420.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 10:00:00,29.7,72,24.0,36.0,0.0,0.0,1,1012.7,1012.0,37,6.0,295,28.8,0.195,1,565.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 11:00:00,30.3,70,24.2,37.5,0.0,0.0,0,1011.9,1011.2,8,6.1,315,28.8,0.195,1,663.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 12:00:00,30.7,70,24.7,38.3,0.1,0.1,51,1011.0,1010.3,10,9.7,338,28.8,0.195,1,847.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 13:00:00,30.5,69,24.1,37.4,0.1,0.1,51,1010.4,1009.7,35,10.3,331,28.8,0.195,1,805.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 14:00:00,30.1,71,24.3,36.5,0.1,0.1,51,1009.8,1009.1,50,7.6,301,28.8,0.195,1,548.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 15:00:00,28.8,79,24.7,33.9,0.4,0.4,51,1009.7,1009.0,100,9.7,274,28.8,0.195,1,366.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 16:00:00,27.3,86,24.7,32.6,5.3,5.3,63,1009.5,1008.8,33,7.9,227,28.8,0.195,1,182.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 17:00:00,27.0,88,24.8,32.5,0.0,0.0,1,1009.9,1009.2,37,7.1,229,28.8,0.196,1,100.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 18:00:00,26.5,89,24.5,32.2,0.0,0.0,1,1010.5,1009.8,39,4.6,231,28.8,0.196,1,32.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 19:00:00,26.1,93,24.8,32.3,0.0,0.0,1,1011.3,1010.6,37,2.4,243,28.8,0.196,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 20:00:00,26.1,92,24.7,31.5,0.0,0.0,1,1011.9,1011.2,48,8.0,190,28.8,0.197,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 21:00:00,25.8,91,24.3,31.2,0.0,0.0,2,1012.8,1012.1,51,5.8,266,28.8,0.197,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 22:00:00,25.8,93,24.6,31.1,0.1,0.1,51,1012.7,1012.0,44,7.9,286,28.8,0.197,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-02 23:00:00,25.6,95,24.7,31.2,0.0,0.0,1,1012.2,1011.5,39,6.9,264,28.8,0.197,0,0.0,63,30.7,23.9,26.8,2024-02-02T05:49,2024-02-02T18:11,11.8,260
2024-02-03 00:00:00,25.4,96,24.7,30.8,0.0,0.0,1,1011.7,1011.0,43,7.8,248,28.8,0.197,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 01:00:00,25.4,95,24.5,30.5,0.0,0.0,1,1011.2,1010.5,46,8.8,279,28.8,0.197,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 02:00:00,25.7,91,24.2,30.6,0.0,0.0,1,1010.8,1010.1,36,8.6,268,28.8,0.198,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 03:00:00,25.5,93,24.2,31.0,0.0,0.0,2,1010.9,1010.2,62,5.0,291,28.8,0.198,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 04:00:00,25.3,92,24.0,30.0,0.9,0.9,53,1011.3,1010.6,100,9.8,324,28.8,0.198,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 05:00:00,25.4,93,24.2,30.3,0.0,0.0,3,1011.3,1010.6,88,9.2,318,28.8,0.198,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 06:00:00,25.4,94,24.3,30.0,0.3,0.3,51,1011.8,1011.1,100,11.0,322,28.8,0.198,1,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 07:00:00,26.2,91,24.7,31.6,0.0,0.0,1,1012.2,1011.5,44,7.6,278,28.8,0.198,1,9.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 08:00:00,27.3,83,24.2,32.0,0.0,0.0,2,1013.3,1012.6,76,10.3,306,28.8,0.199,1,48.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 09:00:00,27.9,82,24.5,32.6,0.1,0.1,51,1013.3,1012.6,49,11.8,282,28.8,0.199,1,183.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 10:00:00,28.9,78,24.8,34.0,0.1,0.1,51,1013.2,1012.5,44,12.4,278,28.8,0.199,1,356.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 11:00:00,29.3,74,24.2,33.7,0.0,0.0,2,1012.7,1012.0,59,16.4,289,28.8,0.199,1,396.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 12:00:00,28.9,76,24.2,33.7,0.7,0.7,53,1011.8,1011.1,57,20.0,300,28.8,0.199,1,540.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 13:00:00,28.2,82,24.8,32.7,2.0,2.0,61,1011.2,1010.5,46,19.8,307,28.8,0.199,1,334.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 14:00:00,28.3,77,23.9,31.0,0.4,0.4,51,1010.6,1009.9,93,23.1,301,28.8,0.199,1,291.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 15:00:00,28.2,79,24.2,31.3,2.0,2.0,61,1010.0,1009.3,67,20.9,294,28.8,0.199,1,203.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 16:00:00,27.5,80,23.7,30.4,0.1,0.1,51,1010.0,1009.3,100,20.3,283,28.8,0.2,1,139.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 17:00:00,26.8,81,23.3,30.3,0.2,0.2,51,1010.6,1009.9,100,14.8,271,28.8,0.2,1,60.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 18:00:00,26.3,89,24.3,30.9,0.3,0.3,51,1011.3,1010.6,60,10.8,266,28.8,0.2,1,2.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 19:00:00,26.1,93,24.8,31.0,0.2,0.2,51,1012.0,1011.3,75,11.3,253,28.8,0.2,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 20:00:00,25.5,98,25.2,31.6,0.5,0.5,53,1012.6,1011.9,44,5.4,233,28.8,0.201,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 21:00:00,25.4,98,25.1,31.5,0.3,0.3,51,1013.1,1012.4,45,4.7,238,28.8,0.202,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 22:00:00,25.5,97,25.0,31.1,0.1,0.1,51,1013.3,1012.6,46,8.0,278,28.8,0.202,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-03 23:00:00,25.6,93,24.5,30.0,0.0,0.0,2,1013.3,1012.6,74,13.4,290,28.8,0.202,0,0.0,61,29.3,25.3,26.6,2024-02-03T05:49,2024-02-03T18:11,23.1,288
2024-02-04 00:00:00,25.7,92,24.2,30.1,0.0,0.0,2,1012.9,1012.2,71,12.4,278,28.8,0.203,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 01:00:00,25.7,92,24.2,30.1,0.0,0.0,1,1012.2,1011.5,46,12.3,265,28.8,0.203,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 02:00:00,25.3,94,24.2,29.5,0.0,0.0,1,1011.5,1010.8,36,13.6,253,28.8,0.203,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 03:00:00,25.1,94,24.1,29.6,0.0,0.0,1,1011.2,1010.5,39,11.3,261,28.8,0.203,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 04:00:00,25.1,93,24.0,29.5,0.0,0.0,2,1011.5,1010.8,61,11.3,261,28.8,0.204,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 05:00:00,25.2,93,23.9,29.9,0.0,0.0,2,1011.8,1011.1,70,9.2,259,28.8,0.204,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 06:00:00,25.2,93,24.0,29.7,0.4,0.4,51,1012.1,1011.4,65,10.9,262,28.8,0.204,1,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 07:00:00,25.5,96,24.8,30.6,2.5,2.5,63,1013.2,1012.5,69,10.1,274,28.8,0.205,1,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 08:00:00,27.6,81,24.0,30.6,0.0,0.0,1,1013.6,1012.9,44,21.3,276,28.7,0.205,1,193.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 09:00:00,28.7,75,23.8,31.5,0.0,0.0,2,1013.5,1012.8,71,21.3,276,28.7,0.205,1,334.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 10:00:00,29.2,74,24.1,32.8,0.0,0.0,1,1013.7,1013.0,48,20.1,285,28.7,0.205,1,386.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 11:00:00,29.8,74,24.7,34.8,0.0,0.0,1,1013.0,1012.3,43,19.9,290,28.7,0.205,1,586.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 12:00:00,29.9,73,24.6,35.2,0.1,0.1,51,1012.4,1011.7,42,21.3,296,28.7,0.206,1,740.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 13:00:00,29.3,71,23.4,32.5,0.8,0.8,53,1011.6,1010.9,71,25.5,301,28.7,0.206,1,610.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 14:00:00,28.7,78,24.5,32.5,0.7,0.7,53,1011.3,1010.6,70,21.1,297,28.7,0.206,1,424.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 15:00:00,28.8,76,24.2,32.0,0.0,0.0,2,1011.0,1010.3,51,20.6,303,28.7,0.206,1,266.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 16:00:00,28.6,77,24.1,32.3,0.0,0.0,2,1010.5,1009.8,54,17.0,302,28.7,0.206,1,187.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 17:00:00,28.1,79,24.2,32.4,0.0,0.0,2,1010.8,1010.1,58,13.2,292,28.7,0.207,1,92.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 18:00:00,27.6,81,24.1,32.3,0.1,0.1,51,1012.0,1011.3,65,9.9,289,28.7,0.207,1,8.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 19:00:00,26.6,90,24.9,32.6,0.8,0.8,53,1013.0,1012.3,76,4.7,247,28.7,0.207,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 20:00:00,27.2,85,24.4,32.9,0.0,0.0,3,1013.3,1012.6,98,4.3,204,28.7,0.209,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 21:00:00,26.2,91,24.7,31.7,0.1,0.1,51,1013.9,1013.2,100,7.4,133,28.7,0.209,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 22:00:00,25.7,93,24.6,30.3,0.1,0.1,51,1014.4,1013.7,43,12.6,121,28.7,0.209,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-04 23:00:00,25.5,94,24.4,30.7,0.0,0.0,1,1014.1,1013.4,37,7.5,125,28.7,0.209,0,0.0,63,29.9,25.1,27.1,2024-02-04T05:49,2024-02-04T18:11,25.5,280
2024-02-05 00:00:00,25.4,94,24.4,30.7,0.0,0.0,1,1013.2,1012.5,39,7.2,127,28.7,0.21,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 01:00:00,25.2,96,24.5,31.0,0.0,0.0,1,1012.7,1012.0,39,4.0,153,28.7,0.21,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 02:00:00,25.0,96,24.4,30.7,0.0,0.0,1,1011.9,1011.2,33,4.3,180,28.7,0.21,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 03:00:00,24.6,97,24.1,30.2,0.0,0.0,0,1012.0,1011.3,9,3.5,204,28.7,0.21,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 04:00:00,24.7,96,24.0,30.4,0.0,0.0,1,1012.2,1011.5,29,2.6,304,28.7,0.211,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 05:00:00,24.6,97,24.1,30.3,0.0,0.0,1,1011.9,1011.2,36,3.1,216,28.7,0.211,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 06:00:00,24.6,96,24.0,30.2,0.0,0.0,1,1012.3,1011.6,43,3.2,297,28.7,0.211,1,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 07:00:00,26.3,92,24.9,31.7,0.0,0.0,1,1013.2,1012.5,22,8.1,283,28.7,0.211,1,28.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 08:00:00,28.2,82,24.8,33.7,0.1,0.1,51,1013.8,1013.1,46,7.3,349,28.7,0.212,1,160.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 09:00:00,29.0,78,24.8,33.4,0.2,0.2,51,1014.5,1013.8,57,14.8,334,28.7,0.212,1,419.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 10:00:00,28.3,79,24.2,32.4,1.9,1.9,61,1014.2,1013.5,100,14.1,308,28.6,0.212,1,348.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 11:00:00,28.1,79,24.2,31.8,0.1,0.1,51,1013.4,1012.7,59,16.9,320,28.6,0.212,1,93.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 12:00:00,29.3,75,24.4,34.9,0.4,0.4,51,1012.2,1011.5,71,17.4,308,28.6,0.212,1,656.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 13:00:00,29.4,77,25.0,35.4,0.1,0.1,51,1011.8,1011.1,63,18.2,308,28.6,0.212,1,743.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 14:00:00,29.7,73,24.4,34.4,0.1,0.1,51,1011.1,1010.4,63,18.1,313,28.6,0.212,1,506.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 15:00:00,28.0,79,23.9,31.3,1.4,1.4,61,1010.9,1010.2,81,18.4,305,28.6,0.213,1,225.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 16:00:00,27.9,80,24.1,31.9,0.2,0.2,51,1010.9,1010.2,63,14.9,290,28.6,0.213,1,112.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 17:00:00,27.6,81,24.1,31.9,0.1,0.1,51,1011.4,1010.7,52,12.4,280,28.6,0.213,1,7.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 18:00:00,27.2,85,24.5,32.4,0.1,0.1,51,1012.2,1011.5,68,7.6,265,28.6,0.213,1,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 19:00:00,26.0,92,24.6,31.5,0.5,0.5,53,1013.0,1012.3,100,6.8,245,28.6,0.213,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 20:00:00,26.1,97,25.6,32.7,0.1,0.1,51,1013.5,1012.8,95,3.6,264,28.7,0.212,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 21:00:00,25.8,98,25.5,31.9,0.1,0.1,51,1013.8,1013.1,34,6.8,238,28.7,0.213,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 22:00:00,25.4,98,25.1,31.4,0.4,0.4,51,1014.3,1013.6,75,5.9,218,28.7,0.213,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-05 23:00:00,25.1,98,24.7,30.8,1.1,1.1,55,1014.3,1013.6,100,5.9,259,28.7,0.213,0,0.0,61,29.7,24.6,26.7,2024-02-05T05:49,2024-02-05T18:11,18.4,294
2024-02-06 00:00:00,25.1,97,24.6,31.2,2.5,2.5,63,1013.7,1013.0,100,2.1,239,28.7,0.213,0,0.0,63,29.5,24.9,26.6,2024-02-06T05:50,2024-02-06T18:11,19.8,282
2024-02-06 01:00:00,25.5,93,24.2,30.7,0.6,0.6,53,1013.3,1012.6,100,7.0,325,28.7,0.213,0,0.0,63,29.5,24.9,26.6,2024-02-06T05:50,2024-02-06T18:11,19.8,282
2024-02-06 02:00:00,24.9,96,24.2,29.5,2.4,2.4,61,1013.0,1012.3,83,10.9,297,28.6,0.213,0,0.0,63,29.5,24.9,26.6,2024-02-06T05:50,2024-02-06T18:11,19.8,282
2024-02-06 03:00:00,25.2,95,24.4,30.1,0.2,0.2,51,1012.6,1011.9,91,9.7,297,28.6,0.214,0,0.0,63,29.5,24.9,26.6,2024-02-06T05:50,2024-02-06T18:11,19.8,282
2024-02-06 04:00:00,25.3,95,24.4,30.2,0.5,0.5,53,1012.6,1011.9,83,9.8,276,28.6,0.214,0,0.0,63,29.5,24.9,26.6,2024-02-06T05:50,2024-02-06T18:11,19.8,282
