time_x,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),is_day (),direct_radiation (W/m²),daily_weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2024-01-14 00:00:00,26.0,95,25.2,32.4,0.0,0.0,1,1009.5,1008.8,34,2.7,157,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 01:00:00,25.8,96,25.0,31.9,0.0,0.0,1,1008.7,1008.0,32,4.1,135,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 02:00:00,25.5,95,24.7,31.5,0.0,0.0,0,1008.2,1007.5,7,3.7,151,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 03:00:00,25.2,96,24.6,31.1,0.0,0.0,0,1008.3,1007.6,10,4.0,185,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 04:00:00,25.2,95,24.4,31.1,0.0,0.0,0,1008.3,1007.6,19,2.9,210,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 05:00:00,25.2,93,23.9,30.6,0.0,0.0,1,1008.6,1007.9,31,4.0,207,29.8,0.11,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 06:00:00,25.1,92,23.6,29.8,0.0,0.0,2,1009.0,1008.3,65,7.4,231,29.8,0.11,1,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 07:00:00,26.4,88,24.3,31.6,0.0,0.0,0,1009.7,1009.0,5,7.2,243,29.8,0.11,1,49.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 08:00:00,28.5,77,24.1,34.2,0.0,0.0,1,1010.4,1009.7,44,3.3,319,29.8,0.11,1,197.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 09:00:00,29.5,73,24.1,35.0,0.0,0.0,2,1010.3,1009.6,52,4.0,360,29.8,0.11,1,259.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 10:00:00,30.1,69,23.9,35.8,0.2,0.2,51,1010.3,1009.6,69,6.6,347,29.8,0.11,1,413.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 11:00:00,30.5,68,23.8,36.9,0.2,0.2,51,1009.6,1008.9,66,7.9,336,29.8,0.111,1,582.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 12:00:00,30.9,66,23.7,37.3,0.2,0.2,51,1008.9,1008.2,55,11.8,337,29.8,0.111,1,774.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 13:00:00,30.4,68,23.9,36.1,0.4,0.4,51,1008.2,1007.5,61,14.2,339,29.8,0.111,1,690.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 14:00:00,30.1,71,24.3,35.0,0.5,0.5,53,1007.6,1006.9,77,17.8,339,29.8,0.111,1,598.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 15:00:00,30.1,68,23.6,33.6,0.1,0.1,51,1007.3,1006.6,60,16.9,333,29.8,0.111,1,391.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 16:00:00,29.9,69,23.5,33.3,0.0,0.0,1,1007.3,1006.6,44,16.2,328,29.8,0.111,1,276.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 17:00:00,29.4,70,23.4,32.9,0.0,0.0,1,1007.5,1006.8,44,15.1,322,29.8,0.111,1,132.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 18:00:00,27.9,76,23.3,31.2,0.0,0.0,1,1008.2,1007.5,42,16.3,284,29.8,0.111,1,43.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 19:00:00,27.0,80,23.3,31.0,0.0,0.0,1,1008.8,1008.1,44,11.2,255,29.8,0.111,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 20:00:00,27.5,82,24.1,32.4,0.0,0.0,2,1009.1,1008.4,51,8.9,243,29.8,0.111,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 21:00:00,27.2,82,23.9,32.1,0.0,0.0,1,1009.5,1008.8,34,7.4,231,29.8,0.111,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 22:00:00,26.7,83,23.6,31.9,0.0,0.0,1,1009.7,1009.0,32,4.4,235,29.9,0.111,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-14 23:00:00,26.6,83,23.5,31.9,0.0,0.0,1,1009.5,1008.8,37,3.1,249,29.9,0.111,0,0.0,53,30.9,25.1,27.8,2024-01-14T05:42,2024-01-14T18:09,17.8,301
2024-01-15 00:00:00,26.4,85,23.6,31.5,0.0,0.0,1,1009.0,1008.3,35,4.7,270,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 01:00:00,26.5,86,23.9,31.9,0.0,0.0,1,1008.4,1007.7,36,4.7,279,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 02:00:00,26.5,87,24.2,31.9,0.0,0.0,1,1008.0,1007.3,34,6.0,253,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 03:00:00,26.0,90,24.2,31.6,0.0,0.0,1,1007.9,1007.2,36,4.7,261,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 04:00:00,25.7,90,24.0,30.8,0.2,0.2,51,1008.2,1007.5,88,6.4,286,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 05:00:00,25.7,93,24.5,31.6,0.0,0.0,2,1008.3,1007.6,56,3.2,270,29.9,0.111,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 06:00:00,26.0,93,24.8,31.7,0.0,0.0,1,1008.6,1007.9,48,5.5,281,29.9,0.111,1,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 07:00:00,27.2,84,24.3,32.5,0.0,0.0,1,1009.5,1008.8,46,6.7,286,29.9,0.111,1,52.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 08:00:00,28.4,76,23.7,33.0,0.0,0.0,2,1010.3,1009.6,71,8.9,284,29.9,0.112,1,112.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 09:00:00,29.3,74,24.1,34.5,0.0,0.0,2,1010.5,1009.8,58,6.5,289,29.9,0.112,1,266.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 10:00:00,30.1,71,24.2,35.5,0.0,0.0,3,1010.2,1009.5,100,8.2,311,29.9,0.112,1,393.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 11:00:00,30.2,69,24.0,35.9,0.0,0.0,3,1009.6,1008.9,86,9.4,317,29.9,0.112,1,422.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 12:00:00,29.8,71,24.0,35.2,0.1,0.1,51,1009.3,1008.6,100,13.5,316,29.9,0.112,1,484.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 13:00:00,30.0,71,24.1,35.2,0.2,0.2,51,1008.8,1008.1,45,13.5,318,29.9,0.112,1,511.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 14:00:00,29.7,73,24.2,34.7,0.2,0.2,51,1007.8,1007.1,41,14.1,310,29.9,0.112,1,457.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 15:00:00,29.1,75,24.3,34.0,0.1,0.1,51,1007.4,1006.7,47,12.9,306,29.9,0.112,1,493.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 16:00:00,29.3,73,23.9,33.6,0.1,0.1,51,1007.1,1006.4,46,11.8,293,29.9,0.112,1,258.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 17:00:00,29.1,73,23.7,33.0,0.0,0.0,1,1007.1,1006.4,36,13.8,298,29.9,0.112,1,147.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 18:00:00,28.4,75,23.4,32.2,0.0,0.0,0,1007.7,1007.0,16,12.8,286,29.9,0.112,1,41.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 19:00:00,27.8,79,23.8,32.3,0.0,0.0,1,1008.5,1007.8,27,9.7,266,29.9,0.112,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 20:00:00,27.2,87,24.9,32.4,0.3,0.3,51,1009.1,1008.4,74,9.4,272,29.9,0.112,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 21:00:00,27.2,89,25.3,33.4,0.1,0.1,51,1009.6,1008.9,57,5.1,262,29.9,0.112,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 22:00:00,26.2,93,25.0,31.3,1.3,1.3,61,1010.0,1009.3,95,10.5,266,29.9,0.112,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-15 23:00:00,26.2,92,24.8,31.5,0.1,0.1,51,1009.7,1009.0,57,9.1,279,29.9,0.112,0,0.0,61,30.2,25.7,27.8,2024-01-15T05:42,2024-01-15T18:09,14.1,291
2024-01-16 00:00:00,26.3,92,24.9,31.6,0.0,0.0,2,1009.2,1008.5,54,8.9,284,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 01:00:00,25.9,94,24.9,31.6,0.0,0.0,2,1008.5,1007.8,60,6.9,261,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 02:00:00,25.4,93,24.1,30.4,1.1,1.1,55,1008.2,1007.5,100,8.4,290,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 03:00:00,25.8,92,24.5,30.7,0.3,0.3,51,1007.9,1007.2,76,10.4,290,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 04:00:00,25.8,93,24.6,31.0,0.0,0.0,2,1007.7,1007.0,59,8.3,275,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 05:00:00,25.2,95,24.4,30.4,0.5,0.5,53,1008.4,1007.7,100,7.6,265,29.9,0.112,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 06:00:00,25.3,95,24.4,30.2,0.2,0.2,51,1008.7,1008.0,38,9.7,266,29.9,0.112,1,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 07:00:00,25.7,90,23.9,30.2,0.0,0.0,1,1009.6,1008.9,43,10.5,266,29.9,0.112,1,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 08:00:00,28.2,81,24.5,32.9,0.0,0.0,1,1009.6,1008.9,36,11.5,272,29.9,0.112,1,185.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 09:00:00,29.3,74,24.2,34.1,0.0,0.0,1,1009.4,1008.7,32,9.7,274,29.9,0.112,1,378.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 10:00:00,30.3,71,24.3,35.9,0.0,0.0,1,1009.1,1008.4,33,10.8,296,29.9,0.112,1,505.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 11:00:00,30.9,68,24.4,36.5,0.0,0.0,1,1008.7,1008.0,33,14.2,300,29.9,0.113,1,550.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 12:00:00,31.6,65,24.1,37.0,0.0,0.0,2,1008.1,1007.4,65,15.1,298,29.9,0.113,1,562.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 13:00:00,31.4,66,24.4,36.1,0.0,0.0,1,1007.5,1006.8,45,19.5,308,29.9,0.113,1,501.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 14:00:00,30.3,73,24.9,35.1,0.7,0.7,53,1006.5,1005.8,58,18.9,318,29.9,0.113,1,470.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 15:00:00,30.6,72,24.9,34.4,0.0,0.0,1,1006.1,1005.4,46,20.5,294,29.9,0.113,1,403.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 16:00:00,29.6,75,24.6,33.2,0.2,0.2,51,1006.4,1005.7,53,19.3,291,29.9,0.113,1,275.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 17:00:00,28.6,78,24.3,33.4,0.1,0.1,51,1007.1,1006.4,97,10.0,244,29.9,0.113,1,136.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 18:00:00,26.7,87,24.4,32.8,1.7,1.7,61,1007.9,1007.2,58,1.6,333,29.9,0.113,1,14.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 19:00:00,26.7,88,24.5,32.3,0.0,0.0,1,1008.7,1008.0,47,5.4,352,29.9,0.113,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 20:00:00,27.3,89,25.3,33.5,0.0,0.0,1,1008.8,1008.1,44,5.2,164,29.9,0.113,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 21:00:00,27.1,90,25.3,33.2,0.0,0.0,1,1009.2,1008.5,33,5.6,135,29.9,0.113,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 22:00:00,27.0,91,25.4,33.4,0.0,0.0,1,1009.4,1008.7,38,3.8,139,29.9,0.113,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-16 23:00:00,25.6,96,25.0,31.7,7.0,7.0,63,1009.8,1009.1,100,4.4,325,29.9,0.113,0,0.0,63,31.6,25.2,27.8,2024-01-16T05:42,2024-01-16T18:09,20.5,287
2024-01-17 00:00:00,25.5,95,24.7,31.7,2.0,2.0,61,1009.0,1008.3,84,2.7,203,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 01:00:00,25.5,97,25.0,31.8,0.0,0.0,2,1007.9,1007.2,70,3.1,201,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 02:00:00,25.5,98,25.1,32.0,0.0,0.0,3,1007.4,1006.7,89,1.6,243,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 03:00:00,25.6,98,25.3,32.1,0.0,0.0,2,1007.1,1006.4,50,2.4,297,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 04:00:00,25.3,98,24.9,31.4,0.0,0.0,1,1007.2,1006.5,50,3.6,180,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 05:00:00,25.3,97,24.8,31.5,0.0,0.0,1,1007.4,1006.7,42,3.1,159,29.9,0.113,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 06:00:00,25.4,96,24.8,31.4,0.0,0.0,1,1007.9,1007.2,33,4.0,180,29.9,0.113,1,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 07:00:00,26.3,93,25.2,32.6,0.0,0.0,2,1008.6,1007.9,56,3.6,233,29.9,0.113,1,10.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 08:00:00,28.0,83,24.9,33.1,1.3,1.3,61,1009.2,1008.5,58,10.2,262,29.9,0.113,1,83.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 09:00:00,29.1,79,25.1,34.0,0.1,0.1,51,1009.1,1008.4,38,13.0,273,29.9,0.113,1,187.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 10:00:00,30.3,70,24.2,34.5,0.1,0.1,51,1009.2,1008.5,46,17.3,287,29.9,0.113,1,408.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 11:00:00,29.4,72,23.8,32.5,0.7,0.7,53,1008.9,1008.2,95,23.3,305,29.9,0.113,1,398.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 12:00:00,29.5,75,24.6,34.2,2.4,2.4,61,1008.0,1007.3,34,21.1,307,29.9,0.114,1,490.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 13:00:00,29.8,74,24.7,34.6,0.1,0.1,51,1007.3,1006.6,64,20.8,298,29.9,0.114,1,569.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 14:00:00,30.0,72,24.5,34.0,0.2,0.2,51,1006.5,1005.8,59,22.6,295,29.9,0.114,1,463.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 15:00:00,27.3,85,24.5,31.3,3.8,3.8,63,1006.4,1005.7,100,15.9,257,29.9,0.114,1,265.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 16:00:00,26.8,88,24.6,31.7,0.2,0.2,51,1006.8,1006.1,51,10.6,280,29.9,0.114,1,1.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 17:00:00,27.4,83,24.2,31.4,0.1,0.1,51,1006.9,1006.2,42,14.7,292,29.9,0.114,1,21.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 18:00:00,27.3,84,24.3,32.0,0.0,0.0,2,1007.7,1007.0,65,10.7,290,29.9,0.114,1,12.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 19:00:00,27.1,85,24.4,31.6,0.0,0.0,2,1008.5,1007.8,73,12.1,280,29.9,0.114,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 20:00:00,27.2,86,24.7,32.3,0.0,0.0,1,1009.0,1008.3,40,9.6,257,29.9,0.114,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 21:00:00,26.8,89,24.7,32.1,0.0,0.0,1,1010.0,1009.3,47,8.2,229,29.9,0.114,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 22:00:00,26.3,92,24.8,31.9,0.0,0.0,1,1010.3,1009.6,45,6.7,216,29.9,0.114,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-17 23:00:00,26.0,94,24.9,31.6,0.0,0.0,3,1009.7,1009.0,83,7.4,231,29.9,0.115,0,0.0,63,30.3,25.3,27.2,2024-01-17T05:43,2024-01-17T18:09,23.3,276
2024-01-18 00:00:00,26.2,93,24.9,31.6,0.0,0.0,1,1008.7,1008.0,33,8.7,232,29.9,0.115,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 01:00:00,25.9,93,24.8,31.2,0.0,0.0,1,1007.9,1007.2,34,9.2,222,29.8,0.115,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 02:00:00,25.5,94,24.4,30.3,0.0,0.0,1,1007.7,1007.0,41,10.7,230,29.8,0.115,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 03:00:00,25.6,91,24.1,30.3,0.0,0.0,1,1007.7,1007.0,46,10.2,252,29.8,0.115,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 04:00:00,25.5,91,23.9,30.2,0.0,0.0,1,1007.8,1007.1,43,9.1,236,29.8,0.115,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 05:00:00,25.1,92,23.7,29.7,0.0,0.0,1,1008.0,1007.3,32,8.9,220,29.8,0.116,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 06:00:00,24.9,92,23.5,29.5,0.0,0.0,1,1008.3,1007.6,33,7.6,225,29.8,0.116,1,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 07:00:00,26.2,88,24.0,31.4,0.0,0.0,1,1009.1,1008.4,43,6.1,220,29.8,0.116,1,23.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 08:00:00,26.5,88,24.3,31.3,0.0,0.0,3,1009.7,1009.0,88,9.5,241,29.8,0.116,1,47.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 09:00:00,27.3,83,24.1,32.2,0.0,0.0,3,1010.0,1009.3,88,8.3,252,29.8,0.117,1,54.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 10:00:00,28.9,78,24.6,34.0,0.0,0.0,1,1009.3,1008.6,43,9.7,272,29.8,0.117,1,235.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 11:00:00,30.4,68,23.9,34.8,0.0,0.0,1,1008.7,1008.0,48,13.4,275,29.8,0.117,1,250.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 12:00:00,31.2,65,23.9,36.0,0.1,0.1,51,1008.0,1007.3,50,13.2,281,29.8,0.117,1,279.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 13:00:00,31.3,66,24.3,37.3,0.2,0.2,51,1007.1,1006.4,44,13.9,291,29.8,0.117,1,632.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 14:00:00,30.8,68,24.2,36.1,0.2,0.2,51,1006.4,1005.7,74,13.2,259,29.8,0.117,1,474.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 15:00:00,28.6,80,24.9,34.0,1.2,1.2,55,1005.9,1005.2,52,8.4,205,29.8,0.118,1,204.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 16:00:00,27.0,86,24.5,32.5,5.1,5.1,63,1006.5,1005.8,94,6.2,173,29.7,0.118,1,24.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 17:00:00,26.7,89,24.7,32.6,0.3,0.3,51,1006.4,1005.7,32,4.0,85,29.7,0.118,1,33.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 18:00:00,26.4,89,24.5,32.4,0.2,0.2,51,1007.3,1006.6,44,2.9,83,29.7,0.118,1,12.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 19:00:00,26.0,92,24.6,32.1,0.1,0.1,51,1008.2,1007.5,56,2.4,27,29.7,0.118,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 20:00:00,26.7,97,26.1,33.4,0.9,0.9,53,1008.6,1007.9,46,5.4,270,29.7,0.118,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 21:00:00,26.3,98,25.9,32.5,0.8,0.8,53,1009.1,1008.4,62,7.6,239,29.7,0.118,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 22:00:00,26.0,98,25.7,32.4,0.9,0.9,53,1009.5,1008.8,100,5.6,207,29.7,0.119,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-18 23:00:00,25.8,99,25.6,32.2,0.7,0.7,53,1008.9,1008.2,74,5.2,205,29.7,0.119,0,0.0,63,31.3,24.9,27.1,2024-01-18T05:43,2024-01-18T18:09,13.9,244
2024-01-19 00:00:00,25.7,99,25.5,32.0,0.4,0.4,51,1008.5,1007.8,78,5.4,217,29.7,0.119,0,0.0,61,29.5,25.1,26.6,2024-01-19T05:44,2024-01-19T18:10,25.8,273
2024-01-19 01:00:00,25.5,98,25.2,31.9,0.6,0.6,53,1008.1,1007.4,100,3.4,238,29.7,0.119,0,0.0,61,29.5,25.1,26.6,2024-01-19T05:44,2024-01-19T18:10,25.8,273
2024-01-19 02:00:00,25.6,99,25.4,32.1,0.3,0.3,51,1007.5,1006.8,94,3.3,229,29.7,0.119,0,0.0,61,29.5,25.1,26.6,2024-01-19T05:44,2024-01-19T18:10,25.8,273
