time_x,wave_height (m),wave_height_max (m),wave_direction (°),wave_direction_dominant (°),wave_period (s),wave_period_max (s),wind_wave_height (m),wind_wave_height_max (m),wind_wave_direction (°),wind_wave_direction_dominant (°),swell_wave_height (m),swell_wave_height_max (m),swell_wave_direction (°),swell_wave_direction_dominant (°)
2024-02-05 08:00:00,0.48,0.68,333,327,4.8,4.8,0.02,0.58,220,308,0.48,0.56,333,333
2024-02-05 09:00:00,0.46,0.68,333,327,4.75,4.8,0.06,0.58,259,308,0.46,0.56,334,333
2024-02-05 10:00:00,0.44,0.68,334,327,4.65,4.8,0.08,0.58,299,308,0.44,0.56,335,333
2024-02-05 11:00:00,0.46,0.68,332,327,4.4,4.8,0.16,0.58,304,308,0.42,0.56,336,333
2024-02-05 12:00:00,0.46,0.68,331,327,4.05,4.8,0.24,0.58,309,308,0.38,0.56,338,333
2024-02-05 13:00:00,0.48,0.68,329,327,3.8,4.8,0.32,0.58,314,308,0.36,0.56,339,333
2024-02-05 14:00:00,0.54,0.68,328,327,3.6,4.8,0.4,0.58,317,308,0.32,0.56,341,333
2024-02-05 15:00:00,0.58,0.68,327,327,3.5,4.8,0.5,0.58,321,308,0.28,0.56,343,333
2024-02-05 16:00:00,0.64,0.68,326,327,3.45,4.8,0.58,0.58,324,308,0.24,0.56,345,333
2024-02-05 17:00:00,0.66,0.68,325,327,3.55,4.8,0.54,0.58,317,308,0.32,0.56,343,333
2024-02-05 18:00:00,0.66,0.68,323,327,3.7,4.8,0.5,0.58,309,308,0.42,0.56,340,333
2024-02-05 19:00:00,0.68,0.68,322,327,3.8,4.8,0.46,0.58,302,308,0.5,0.56,338,333
2024-02-05 20:00:00,0.64,0.68,321,327,3.8,4.8,0.4,0.58,298,308,0.5,0.56,335,333
2024-02-05 21:00:00,0.62,0.68,321,327,3.75,4.8,0.36,0.58,294,308,0.5,0.56,333,333
2024-02-05 22:00:00,0.58,0.68,320,327,3.7,4.8,0.3,0.58,290,308,0.5,0.56,330,333
2024-02-05 23:00:00,0.56,0.68,320,327,3.7,4.8,0.28,0.58,288,308,0.48,0.56,329,333
2024-02-06 00:00:00,0.52,1.02,321,315,3.7,4.35,0.24,0.92,286,300,0.46,0.7,329,332
2024-02-06 01:00:00,0.5,1.02,321,315,3.7,4.35,0.22,0.92,284,300,0.44,0.7,328,332
2024-02-06 02:00:00,0.48,1.02,321,315,3.65,4.35,0.24,0.92,286,300,0.42,0.7,329,332
2024-02-06 03:00:00,0.48,1.02,320,315,3.55,4.35,0.24,0.92,287,300,0.42,0.7,330,332
2024-02-06 04:00:00,0.46,1.02,320,315,3.55,4.35,0.26,0.92,289,300,0.4,0.7,331,332
2024-02-06 05:00:00,0.48,1.02,321,315,3.65,4.35,0.26,0.92,289,300,0.42,0.7,331,332
2024-02-06 06:00:00,0.48,1.02,322,315,3.8,4.35,0.24,0.92,289,300,0.42,0.7,332,332
2024-02-06 07:00:00,0.5,1.02,323,315,3.9,4.35,0.24,0.92,289,300,0.44,0.7,332,332
2024-02-06 08:00:00,0.5,1.02,321,315,3.85,4.35,0.26,0.92,288,300,0.42,0.7,333,332
2024-02-06 09:00:00,0.48,1.02,318,315,3.7,4.35,0.28,0.92,286,300,0.4,0.7,333,332
2024-02-06 10:00:00,0.48,1.02,316,315,3.55,4.35,0.3,0.92,285,300,0.38,0.7,334,332
2024-02-06 11:00:00,0.5,1.02,315,315,3.45,4.35,0.36,0.92,291,300,0.34,0.7,337,332
2024-02-06 12:00:00,0.54,1.02,313,315,3.4,4.35,0.42,0.92,298,300,0.3,0.7,339,332
2024-02-06 13:00:00,0.56,1.02,312,315,3.35,4.35,0.48,0.92,304,300,0.26,0.7,342,332
2024-02-06 14:00:00,0.64,1.02,313,315,3.35,4.35,0.56,0.92,307,300,0.24,0.7,344,332
2024-02-06 15:00:00,0.7,1.02,315,315,3.45,4.35,0.66,0.92,311,300,0.22,0.7,346,332
2024-02-06 16:00:00,0.78,1.02,316,315,3.55,4.35,0.74,0.92,314,300,0.2,0.7,348,332
2024-02-06 17:00:00,0.86,1.02,314,315,3.8,4.35,0.8,0.92,311,300,0.28,0.7,345,332
2024-02-06 18:00:00,0.94,1.02,313,315,4.1,4.35,0.86,0.92,307,300,0.38,0.7,341,332
2024-02-06 19:00:00,1.02,1.02,311,315,4.3,4.35,0.92,0.92,304,300,0.46,0.7,338,332
2024-02-06 20:00:00,0.96,1.02,311,315,4.35,4.35,0.78,0.92,301,300,0.54,0.7,332,332
2024-02-06 21:00:00,0.92,1.02,312,315,4.35,4.35,0.64,0.92,299,300,0.62,0.7,326,332
2024-02-06 22:00:00,0.86,1.02,312,315,4.3,4.35,0.5,0.92,296,300,0.7,0.7,320,332
2024-02-06 23:00:00,0.84,1.02,311,315,4.25,4.35,0.56,0.92,297,300,0.62,0.7,324,332
2024-02-07 00:00:00,0.84,0.86,311,308,4.15,4.15,0.6,0.68,297,289,0.56,0.62,328,315
2024-02-07 01:00:00,0.82,0.86,310,308,4.1,4.15,0.66,0.68,298,289,0.48,0.62,332,315
2024-02-07 02:00:00,0.84,0.86,308,308,4.1,4.15,0.66,0.68,295,289,0.5,0.62,331,315
2024-02-07 03:00:00,0.84,0.86,307,308,4.1,4.15,0.68,0.68,293,289,0.5,0.62,331,315
2024-02-07 04:00:00,0.86,0.86,305,308,4.1,4.15,0.68,0.68,290,289,0.52,0.62,330,315
2024-02-07 05:00:00,0.78,0.86,306,308,4.1,4.15,0.52,0.68,278,289,0.56,0.62,323,315
2024-02-07 06:00:00,0.72,0.86,306,308,4.15,4.15,0.34,0.68,267,289,0.58,0.62,317,315
2024-02-07 07:00:00,0.64,0.86,307,308,4.15,4.15,0.18,0.68,255,289,0.62,0.62,310,315
2024-02-07 08:00:00,0.6,0.86,307,308,4.15,4.15,0.16,0.68,258,289,0.58,0.62,310,315
2024-02-07 09:00:00,0.58,0.86,307,308,4.15,4.15,0.14,0.68,262,289,0.56,0.62,309,315
2024-02-07 10:00:00,0.54,0.86,307,308,4.15,4.15,0.12,0.68,265,289,0.52,0.62,309,315
2024-02-07 11:00:00,0.52,0.86,307,308,4.1,4.15,0.14,0.68,274,289,0.5,0.62,309,315
2024-02-07 12:00:00,0.5,0.86,307,308,4.05,4.15,0.16,0.68,283,289,0.48,0.62,309,315
2024-02-07 13:00:00,0.48,0.86,307,308,3.95,4.15,0.18,0.68,292,289,0.46,0.62,309,315
2024-02-07 14:00:00,0.48,0.86,307,308,3.8,4.15,0.22,0.68,295,289,0.44,0.62,309,315
2024-02-07 15:00:00,0.5,0.86,307,308,3.65,4.15,0.26,0.68,299,289,0.42,0.62,309,315
2024-02-07 16:00:00,0.5,0.86,307,308,3.6,4.15,0.3,0.68,302,289,0.4,0.62,309,315
2024-02-07 17:00:00,0.52,0.86,308,308,3.7,4.15,0.24,0.68,305,289,0.44,0.62,309,315
2024-02-07 18:00:00,0.52,0.86,309,308,3.85,4.15,0.16,0.68,308,289,0.48,0.62,310,315
2024-02-07 19:00:00,0.54,0.86,310,308,3.95,4.15,0.1,0.68,311,289,0.52,0.62,310,315
2024-02-07 20:00:00,0.52,0.86,311,308,4.0,4.15,0.08,0.68,297,289,0.5,0.62,311,315
2024-02-07 21:00:00,0.48,0.86,313,308,4.0,4.15,0.06,0.68,284,289,0.48,0.62,313,315
2024-02-07 22:00:00,0.46,0.86,314,308,4.0,4.15,0.04,0.68,270,289,0.46,0.62,314,315
2024-02-07 23:00:00,0.44,0.86,315,308,4.0,4.15,0.06,0.68,268,289,0.44,0.62,315,315
2024-02-08 00:00:00,0.44,0.48,316,328,3.95,4.95,0.06,0.14,267,303,0.42,0.46,317,328
2024-02-08 01:00:00,0.42,0.48,317,328,3.95,4.95,0.08,0.14,265,303,0.4,0.46,318,328
2024-02-08 02:00:00,0.4,0.48,318,328,3.9,4.95,0.08,0.14,262,303,0.38,0.46,319,328
2024-02-08 03:00:00,0.4,0.48,319,328,3.85,4.95,0.06,0.14,258,303,0.38,0.46,319,328
2024-02-08 04:00:00,0.38,0.48,320,328,3.85,4.95,0.06,0.14,255,303,0.36,0.46,320,328
2024-02-08 05:00:00,0.4,0.48,321,328,4.05,4.95,0.04,0.14,230,303,0.38,0.46,321,328
2024-02-08 06:00:00,0.42,0.48,323,328,4.35,4.95,0.02,0.14,205,303,0.42,0.46,323,328
2024-02-08 07:00:00,0.44,0.48,324,328,4.55,4.95,0.0,0.14,180,303,0.44,0.46,324,328
2024-02-08 08:00:00,0.42,0.48,325,328,4.6,4.95,0.0,0.14,180,303,0.42,0.46,325,328
2024-02-08 09:00:00,0.42,0.48,327,328,4.6,4.95,0.0,0.14,180,303,0.42,0.46,327,328
2024-02-08 10:00:00,0.4,0.48,328,328,4.55,4.95,0.0,0.14,180,303,0.4,0.46,328,328
2024-02-08 11:00:00,0.4,0.48,329,328,4.55,4.95,0.02,0.14,233,303,0.4,0.46,329,328
2024-02-08 12:00:00,0.38,0.48,330,328,4.55,4.95,0.02,0.14,287,303,0.38,0.46,329,328
2024-02-08 13:00:00,0.38,0.48,331,328,4.5,4.95,0.04,0.14,340,303,0.38,0.46,330,328
2024-02-08 14:00:00,0.38,0.48,331,328,4.35,4.95,0.08,0.14,338,303,0.38,0.46,331,328
2024-02-08 15:00:00,0.4,0.48,332,328,4.2,4.95,0.1,0.14,336,303,0.36,0.46,331,328
2024-02-08 16:00:00,0.4,0.48,332,328,4.15,4.95,0.14,0.14,334,303,0.36,0.46,332,328
2024-02-08 17:00:00,0.42,0.48,333,328,4.35,4.95,0.12,0.14,333,303,0.4,0.46,333,328
2024-02-08 18:00:00,0.46,0.48,333,328,4.65,4.95,0.1,0.14,332,303,0.42,0.46,333,328
2024-02-08 19:00:00,0.48,0.48,334,328,4.9,4.95,0.08,0.14,331,303,0.46,0.46,334,328
2024-02-08 20:00:00,0.46,0.48,335,328,4.95,4.95,0.06,0.14,281,303,0.46,0.46,335,328
2024-02-08 21:00:00,0.46,0.48,335,328,4.95,4.95,0.02,0.14,230,303,0.44,0.46,335,328
2024-02-08 22:00:00,0.44,0.48,336,328,4.95,4.95,0.0,0.14,180,303,0.44,0.46,336,328
2024-02-08 23:00:00,0.42,0.48,336,328,4.95,4.95,0.0,0.14,180,303,0.42,0.46,336,328
2024-02-09 00:00:00,0.42,0.42,337,337,4.9,4.9,0.0,0.32,180,325,0.42,0.42,337,340
2024-02-09 01:00:00,0.4,0.42,337,337,4.9,4.9,0.0,0.32,180,325,0.4,0.42,337,340
2024-02-09 02:00:00,0.4,0.42,337,337,4.85,4.9,0.0,0.32,180,325,0.4,0.42,337,340
2024-02-09 03:00:00,0.38,0.42,338,337,4.85,4.9,0.0,0.32,180,325,0.38,0.42,338,340
2024-02-09 04:00:00,0.38,0.42,338,337,4.8,4.9,0.0,0.32,180,325,0.38,0.42,338,340
2024-02-09 05:00:00,0.36,0.42,338,337,4.75,4.9,0.0,0.32,180,325,0.36,0.42,338,340
2024-02-09 06:00:00,0.36,0.42,339,337,4.75,4.9,0.0,0.32,180,325,0.36,0.42,339,340
2024-02-09 07:00:00,0.34,0.42,339,337,4.7,4.9,0.0,0.32,180,325,0.34,0.42,339,340
2024-02-09 08:00:00,0.34,0.42,339,337,4.65,4.9,0.0,0.32,180,325,0.34,0.42,339,340
2024-02-09 09:00:00,0.32,0.42,340,337,4.6,4.9,0.0,0.32,180,325,0.32,0.42,340,340
2024-02-09 10:00:00,0.32,0.42,340,337,4.55,4.9,0.0,0.32,180,325,0.32,0.42,340,340
2024-02-09 11:00:00,0.3,0.42,340,337,4.55,4.9,0.02,0.32,238,325,0.3,0.42,340,340
2024-02-09 12:00:00,0.3,0.42,341,337,4.55,4.9,0.02,0.32,297,325,0.3,0.42,341,340
2024-02-09 13:00:00,0.28,0.42,341,337,4.45,4.9,0.04,0.32,355,325,0.28,0.42,341,340
2024-02-09 14:00:00,0.32,0.42,340,337,4.05,4.9,0.14,0.32,348,325,0.26,0.42,343,340
2024-02-09 15:00:00,0.34,0.42,339,337,3.55,4.9,0.22,0.32,340,325,0.26,0.42,344,340
2024-02-09 16:00:00,0.38,0.42,338,337,3.2,4.9,0.32,0.32,333,325,0.24,0.42,346,340
2024-02-09 17:00:00,0.38,0.42,337,337,3.15,4.9,0.3,0.32,331,325,0.26,0.42,345,340
2024-02-09 18:00:00,0.4,0.42,335,337,3.25,4.9,0.3,0.32,328,325,0.26,0.42,344,340
2024-02-09 19:00:00,0.4,0.42,334,337,3.35,4.9,0.28,0.32,326,325,0.28,0.42,343,340
2024-02-09 20:00:00,0.4,0.42,334,337,3.35,4.9,0.24,0.32,318,325,0.3,0.42,341,340
2024-02-09 21:00:00,0.38,0.42,334,337,3.35,4.9,0.18,0.32,311,325,0.34,0.42,339,340
2024-02-09 22:00:00,0.38,0.42,334,337,3.35,4.9,0.14,0.32,303,325,0.36,0.42,337,340
2024-02-09 23:00:00,0.38,0.42,333,337,3.35,4.9,0.14,0.32,293,325,0.36,0.42,337,340
2024-02-10 00:00:00,0.36,0.74,333,328,3.4,4.25,0.14,0.56,282,297,0.34,0.62,338,339
2024-02-10 01:00:00,0.36,0.74,332,328,3.4,4.25,0.14,0.56,272,297,0.34,0.62,338,339
2024-02-10 02:00:00,0.36,0.74,332,328,3.4,4.25,0.12,0.56,269,297,0.34,0.62,337,339
2024-02-10 03:00:00,0.34,0.74,331,328,3.4,4.25,0.12,0.56,265,297,0.32,0.62,336,339
2024-02-10 04:00:00,0.34,0.74,331,328,3.5,4.25,0.1,0.56,262,297,0.32,0.62,335,339
2024-02-10 05:00:00,0.38,0.74,333,328,3.75,4.25,0.12,0.56,272,297,0.36,0.62,336,339
2024-02-10 06:00:00,0.44,0.74,334,328,4.05,4.25,0.12,0.56,282,297,0.42,0.62,337,339
2024-02-10 07:00:00,0.48,0.74,336,328,4.25,4.25,0.14,0.56,292,297,0.46,0.62,338,339
2024-02-10 08:00:00,0.48,0.74,335,328,4.25,4.25,0.16,0.56,292,297,0.46,0.62,338,339
2024-02-10 09:00:00,0.48,0.74,334,328,4.15,4.25,0.18,0.56,291,297,0.44,0.62,339,339
2024-02-10 10:00:00,0.48,0.74,333,328,4.05,4.25,0.2,0.56,291,297,0.44,0.62,339,339
2024-02-10 11:00:00,0.5,0.74,331,328,3.95,4.25,0.26,0.56,295,297,0.42,0.62,341,339
2024-02-10 12:00:00,0.5,0.74,330,328,3.85,4.25,0.3,0.56,299,297,0.42,0.62,343,339
2024-02-10 13:00:00,0.52,0.74,328,328,3.75,4.25,0.36,0.56,303,297,0.4,0.62,345,339
2024-02-10 14:00:00,0.58,0.74,326,328,3.65,4.25,0.42,0.56,304,297,0.4,0.62,346,339
2024-02-10 15:00:00,0.62,0.74,323,328,3.6,4.25,0.5,0.56,306,297,0.38,0.62,347,339
2024-02-10 16:00:00,0.68,0.74,321,328,3.6,4.25,0.56,0.56,307,297,0.38,0.62,348,339
2024-02-10 17:00:00,0.7,0.74,322,328,3.7,4.25,0.54,0.56,307,297,0.42,0.62,345,339
2024-02-10 18:00:00,0.72,0.74,323,328,3.85,4.25,0.54,0.56,306,297,0.48,0.62,343,339
2024-02-10 19:00:00,0.74,0.74,324,328,4.0,4.25,0.52,0.56,306,297,0.52,0.62,340,339
2024-02-10 20:00:00,0.72,0.74,324,328,4.1,4.25,0.44,0.56,301,297,0.56,0.62,337,339
2024-02-10 21:00:00,0.7,0.74,325,328,4.1,4.25,0.38,0.56,296,297,0.58,0.62,335,339
2024-02-10 22:00:00,0.68,0.74,325,328,4.15,4.25,0.3,0.56,291,297,0.62,0.62,332,339
2024-02-10 23:00:00,0.66,0.74,325,328,4.15,4.25,0.3,0.56,287,297,0.6,0.62,333,339
2024-02-11 00:00:00,0.66,1.08,324,322,4.15,5.9,0.3,0.96,284,296,0.58,0.98,333,337
2024-02-11 01:00:00,0.64,1.08,324,322,4.1,5.9,0.3,0.96,280,296,0.56,0.98,334,337
2024-02-11 02:00:00,0.64,1.08,323,322,4.0,5.9,0.3,0.96,278,296,0.54,0.98,334,337
2024-02-11 03:00:00,0.62,1.08,321,322,3.9,5.9,0.32,0.96,275,296,0.54,0.98,335,337
2024-02-11 04:00:00,0.62,1.08,320,322,4.0,5.9,0.32,0.96,273,296,0.52,0.98,335,337
2024-02-11 05:00:00,0.74,1.08,323,322,4.55,5.9,0.28,0.96,274,296,0.68,0.98,334,337
2024-02-11 06:00:00,0.88,1.08,327,322,5.35,5.9,0.24,0.96,274,296,0.82,0.98,333,337
2024-02-11 07:00:00,1.0,1.08,330,322,5.85,5.9,0.2,0.96,275,296,0.98,0.98,332,337
2024-02-11 08:00:00,0.96,1.08,330,322,5.9,5.9,0.26,0.96,279,296,0.92,0.98,334,337
2024-02-11 09:00:00,0.92,1.08,330,322,5.65,5.9,0.32,0.96,283,296,0.86,0.98,336,337
2024-02-11 10:00:00,0.88,1.08,330,322,5.4,5.9,0.38,0.96,287,296,0.8,0.98,338,337
2024-02-11 11:00:00,0.9,1.08,327,322,5.15,5.9,0.5,0.96,293,296,0.72,0.98,342,337
2024-02-11 12:00:00,0.9,1.08,324,322,4.85,5.9,0.6,0.96,298,296,0.64,0.98,345,337
2024-02-11 13:00:00,0.92,1.08,321,322,4.6,5.9,0.72,0.96,304,296,0.56,0.98,349,337
2024-02-11 14:00:00,0.98,1.08,319,322,4.5,5.9,0.8,0.96,304,296,0.54,0.98,350,337
2024-02-11 15:00:00,1.02,1.08,316,322,4.4,5.9,0.88,0.96,304,296,0.52,0.98,351,337
2024-02-11 16:00:00,1.08,1.08,314,322,4.4,5.9,0.96,0.96,304,296,0.5,0.98,352,337
2024-02-11 17:00:00,1.02,1.08,316,322,4.4,5.9,0.84,0.96,304,296,0.56,0.98,345,337
2024-02-11 18:00:00,0.98,1.08,317,322,4.45,5.9,0.74,0.96,305,296,0.6,0.98,339,337
2024-02-11 19:00:00,0.92,1.08,319,322,4.5,5.9,0.62,0.96,305,296,0.66,0.98,332,337
2024-02-11 20:00:00,0.88,1.08,320,322,4.55,5.9,0.52,0.96,303,296,0.68,0.98,330,337
2024-02-11 21:00:00,0.82,1.08,321,322,4.6,5.9,0.4,0.96,302,296,0.7,0.98,328,337
2024-02-11 22:00:00,0.78,1.08,322,322,4.6,5.9,0.3,0.96,300,296,0.72,0.98,326,337
2024-02-11 23:00:00,0.76,1.08,322,322,4.55,5.9,0.34,0.96,301,296,0.68,0.98,328,337
2024-02-12 00:00:00,0.76,1.0,323,317,4.5,4.65,0.4,0.92,302,297,0.62,0.68,331,336
2024-02-12 01:00:00,0.74,1.0,323,317,4.45,4.65,0.44,0.92,303,297,0.58,0.68,333,336
2024-02-12 02:00:00,0.76,1.0,320,317,4.35,4.65,0.48,0.92,297,297,0.58,0.68,334,336
2024-02-12 03:00:00,0.78,1.0,317,317,4.2,4.65,0.52,0.92,291,297,0.58,0.68,336,336
2024-02-12 04:00:00,0.8,1.0,314,317,4.15,4.65,0.56,0.92,285,297,0.58,0.68,337,336
2024-02-12 05:00:00,0.76,1.0,316,317,4.2,4.65,0.48,0.92,283,297,0.58,0.68,336,336
2024-02-12 06:00:00,0.7,1.0,319,317,4.35,4.65,0.42,0.92,282,297,0.56,0.68,335,336
2024-02-12 07:00:00,0.66,1.0,321,317,4.4,4.65,0.34,0.92,280,297,0.56,0.68,334,336
2024-02-12 08:00:00,0.68,1.0,319,317,4.3,4.65,0.42,0.92,284,297,0.54,0.68,337,336
2024-02-12 09:00:00,0.72,1.0,316,317,4.15,4.65,0.48,0.92,289,297,0.5,0.68,340,336
2024-02-12 10:00:00,0.74,1.0,314,317,4.05,4.65,0.56,0.92,293,297,0.48,0.68,343,336
2024-02-12 11:00:00,0.78,1.0,314,317,4.05,4.65,0.62,0.92,295,297,0.48,0.68,344,336
2024-02-12 12:00:00,0.8,1.0,313,317,4.05,4.65,0.66,0.92,298,297,0.46,0.68,344,336
2024-02-12 13:00:00,0.84,1.0,313,317,4.1,4.65,0.72,0.92,300,297,0.46,0.68,345,336
2024-02-12 14:00:00,0.9,1.0,313,317,4.1,4.65,0.78,0.92,302,297,0.44,0.68,346,336
2024-02-12 15:00:00,0.94,1.0,313,317,4.15,4.65,0.86,0.92,305,297,0.42,0.68,347,336
2024-02-12 16:00:00,1.0,1.0,313,317,4.2,4.65,0.92,0.92,307,297,0.4,0.68,348,336
2024-02-12 17:00:00,0.96,1.0,315,317,4.3,4.65,0.8,0.92,306,297,0.48,0.68,342,336
2024-02-12 18:00:00,0.9,1.0,317,317,4.35,4.65,0.68,0.92,305,297,0.58,0.68,336,336
2024-02-12 19:00:00,0.86,1.0,319,317,4.45,4.65,0.56,0.92,304,297,0.66,0.68,330,336
2024-02-12 20:00:00,0.82,1.0,320,317,4.5,4.65,0.46,0.92,302,297,0.66,0.68,329,336
2024-02-12 21:00:00,0.78,1.0,321,317,4.55,4.65,0.38,0.92,299,297,0.68,0.68,327,336
2024-02-12 22:00:00,0.74,1.0,322,317,4.6,4.65,0.28,0.92,297,297,0.68,0.68,326,336
2024-02-12 23:00:00,0.72,1.0,323,317,4.65,4.65,0.26,0.92,291,297,0.66,0.68,327,336
2024-02-13 00:00:00,0.7,0.7,324,324,4.7,4.75,0.22,0.52,285,291,0.66,0.66,327,332
2024-02-13 01:00:00,0.68,0.7,325,324,4.75,4.75,0.2,0.52,279,291,0.64,0.66,328,332
2024-02-13 02:00:00,0.66,0.7,325,324,4.75,4.75,0.2,0.52,272,291,0.64,0.66,329,332
2024-02-13 03:00:00,0.66,0.7,325,324,4.7,4.75,0.2,0.52,265,291,0.62,0.66,329,332
2024-02-13 04:00:00,0.64,0.7,325,324,4.7,4.75,0.2,0.52,258,291,0.62,0.66,330,332
2024-02-13 05:00:00,0.64,0.7,325,324,4.7,4.75,0.2,0.52,263,291,0.6,0.66,330,332
2024-02-13 06:00:00,0.62,0.7,326,324,4.75,4.75,0.22,0.52,267,291,0.6,0.66,331,332
2024-02-13 07:00:00,0.62,0.7,326,324,4.75,4.75,0.22,0.52,272,291,0.58,0.66,331,332
2024-02-13 08:00:00,0.62,0.7,325,324,4.7,4.75,0.24,0.52,274,291,0.58,0.66,331,332
2024-02-13 09:00:00,0.62,0.7,325,324,4.65,4.75,0.24,0.52,275,291,0.56,0.66,332,332
2024-02-13 10:00:00,0.62,0.7,324,324,4.6,4.75,0.26,0.52,277,291,0.56,0.66,332,332
2024-02-13 11:00:00,0.62,0.7,323,324,4.5,4.75,0.32,0.52,284,291,0.54,0.66,334,332
2024-02-13 12:00:00,0.64,0.7,322,324,4.4,4.75,0.36,0.52,291,291,0.5,0.66,336,332
2024-02-13 13:00:00,0.64,0.7,321,324,4.3,4.75,0.42,0.52,298,291,0.48,0.66,338,332
2024-02-13 14:00:00,0.66,0.7,320,324,4.2,4.75,0.46,0.52,299,291,0.48,0.66,338,332
2024-02-13 15:00:00,0.68,0.7,319,324,4.1,4.75,0.48,0.52,301,291,0.48,0.66,339,332
2024-02-13 16:00:00,0.7,0.7,318,324,4.05,4.75,0.52,0.52,302,291,0.48,0.66,339,332
2024-02-13 17:00:00,0.68,0.7,320,324,4.05,4.75,0.46,0.52,304,291,0.5,0.66,336,332
2024-02-13 18:00:00,0.64,0.7,321,324,4.15,4.75,0.4,0.52,305,291,0.5,0.66,333,332
2024-02-13 19:00:00,0.62,0.7,323,324,4.2,4.75,0.34,0.52,307,291,0.52,0.66,330,332
2024-02-13 20:00:00,0.6,0.7,324,324,4.3,4.75,0.28,0.52,306,291,0.52,0.66,330,332
2024-02-13 21:00:00,0.56,0.7,326,324,4.35,4.75,0.2,0.52,305,291,0.52,0.66,329,332
2024-02-13 22:00:00,0.54,0.7,327,324,4.45,4.75,0.14,0.52,304,291,0.52,0.66,329,332
2024-02-13 23:00:00,0.52,0.7,328,324,4.5,4.75,0.14,0.52,299,291,0.5,0.66,330,332
2024-02-14 00:00:00,0.52,0.68,329,336,4.55,6.8,0.14,0.26,294,287,0.5,0.68,332,338
2024-02-14 01:00:00,0.5,0.68,330,336,4.55,6.8,0.14,0.26,289,287,0.48,0.68,333,338
2024-02-14 02:00:00,0.5,0.68,330,336,4.5,6.8,0.14,0.26,281,287,0.48,0.68,333,338
2024-02-14 03:00:00,0.48,0.68,330,336,4.4,6.8,0.14,0.26,273,287,0.46,0.68,334,338
2024-02-14 04:00:00,0.48,0.68,330,336,4.55,6.8,0.14,0.26,265,287,0.46,0.68,334,338
2024-02-14 05:00:00,0.54,0.68,334,336,5.15,6.8,0.1,0.26,237,287,0.52,0.68,336,338
2024-02-14 06:00:00,0.6,0.68,337,336,6.0,6.8,0.04,0.26,208,287,0.6,0.68,339,338
2024-02-14 07:00:00,0.66,0.68,341,336,6.6,6.8,0.0,0.26,180,287,0.66,0.68,341,338
2024-02-14 08:00:00,0.66,0.68,342,336,6.8,6.8,0.0,0.26,209,287,0.66,0.68,342,338
2024-02-14 09:00:00,0.68,0.68,342,336,6.75,6.8,0.02,0.26,237,287,0.68,0.68,342,338
2024-02-14 10:00:00,0.68,0.68,343,336,6.65,6.8,0.02,0.26,266,287,0.68,0.68,343,338
2024-02-14 11:00:00,0.68,0.68,342,336,6.6,6.8,0.04,0.26,276,287,0.68,0.68,343,338
2024-02-14 12:00:00,0.66,0.68,342,336,6.55,6.8,0.06,0.26,287,287,0.66,0.68,342,338
2024-02-14 13:00:00,0.66,0.68,341,336,6.4,6.8,0.08,0.26,297,287,0.66,0.68,342,338
2024-02-14 14:00:00,0.66,0.68,339,336,6.15,6.8,0.14,0.26,298,287,0.64,0.68,342,338
2024-02-14 15:00:00,0.66,0.68,337,336,5.9,6.8,0.2,0.26,300,287,0.62,0.68,341,338
2024-02-14 16:00:00,0.66,0.68,335,336,5.6,6.8,0.26,0.26,301,287,0.6,0.68,341,338
2024-02-14 17:00:00,0.62,0.68,335,336,5.35,6.8,0.22,0.26,300,287,0.56,0.68,339,338
2024-02-14 18:00:00,0.56,0.68,334,336,5.1,6.8,0.16,0.26,298,287,0.54,0.68,337,338
2024-02-14 19:00:00,0.52,0.68,334,336,4.9,6.8,0.12,0.26,297,287,0.5,0.68,335,338
2024-02-14 20:00:00,0.5,0.68,334,336,4.85,6.8,0.1,0.26,289,287,0.5,0.68,335,338
2024-02-14 21:00:00,0.5,0.68,334,336,4.85,6.8,0.08,0.26,282,287,0.48,0.68,334,338
2024-02-14 22:00:00,0.48,0.68,334,336,4.9,6.8,0.06,0.26,274,287,0.48,0.68,334,338
2024-02-14 23:00:00,0.46,0.68,334,336,4.9,6.8,0.06,0.26,265,287,0.46,0.68,334,338
2024-02-15 00:00:00,0.46,0.46,334,338,4.9,5.6,0.06,0.06,257,247,0.46,0.46,335,339
2024-02-15 01:00:00,0.44,0.46,334,338,4.9,5.6,0.06,0.06,248,247,0.44,0.46,335,339
2024-02-15 02:00:00,0.42,0.46,335,338,4.9,5.6,0.06,0.06,242,247,0.42,0.46,335,339
2024-02-15 03:00:00,0.42,0.46,335,338,4.95,5.6,0.04,0.06,237,247,0.42,0.46,336,339
2024-02-15 04:00:00,0.4,0.46,336,338,5.0,5.6,0.04,0.06,231,247,0.4,0.46,336,339
2024-02-15 05:00:00,0.42,0.46,337,338,5.15,5.6,0.02,0.06,214,247,0.42,0.46,337,339
2024-02-15 06:00:00,0.42,0.46,338,338,5.4,5.6,0.02,0.06,197,247,0.42,0.46,338,339
2024-02-15 07:00:00,0.44,0.46,339,338,5.55,5.6,0.0,0.06,180,247,0.44,0.46,339,339
2024-02-15 08:00:00,0.44,0.46,339,338,5.6,5.6,0.0,0.06,180,247,0.44,0.46,339,339
2024-02-15 09:00:00,0.42,0.46,339,338,5.55,5.6,0.0,0.06,180,247,0.42,0.46,339,339
