time_x,wave_height (m),wave_height_max (m),wave_direction (°),wave_direction_dominant (°),wave_period (s),wave_period_max (s),wind_wave_height (m),wind_wave_height_max (m),wind_wave_direction (°),wind_wave_direction_dominant (°),swell_wave_height (m),swell_wave_height_max (m),swell_wave_direction (°),swell_wave_direction_dominant (°)
2024-01-26 06:00:00,0.48,0.78,336,331,4.25,4.35,0.08,0.54,288,304,0.48,0.66,337,340
2024-01-26 07:00:00,0.48,0.78,338,331,4.35,4.35,0.06,0.54,296,304,0.48,0.66,338,340
2024-01-26 08:00:00,0.48,0.78,338,331,4.35,4.35,0.08,0.54,294,304,0.48,0.66,339,340
2024-01-26 09:00:00,0.46,0.78,339,331,4.35,4.35,0.1,0.54,291,304,0.46,0.66,340,340
2024-01-26 10:00:00,0.46,0.78,339,331,4.3,4.35,0.12,0.54,289,304,0.46,0.66,341,340
2024-01-26 11:00:00,0.48,0.78,338,331,4.2,4.35,0.18,0.54,296,304,0.44,0.66,342,340
2024-01-26 12:00:00,0.48,0.78,336,331,4.1,4.35,0.22,0.54,302,304,0.44,0.66,344,340
2024-01-26 13:00:00,0.5,0.78,335,331,3.95,4.35,0.28,0.54,309,304,0.42,0.66,345,340
2024-01-26 14:00:00,0.54,0.78,332,331,3.8,4.35,0.36,0.54,311,304,0.38,0.66,349,340
2024-01-26 15:00:00,0.58,0.78,330,331,3.65,4.35,0.44,0.54,314,304,0.36,0.66,353,340
2024-01-26 16:00:00,0.62,0.78,327,331,3.6,4.35,0.52,0.54,316,304,0.32,0.66,357,340
2024-01-26 17:00:00,0.68,0.78,327,331,3.75,4.35,0.52,0.54,314,304,0.4,0.66,352,340
2024-01-26 18:00:00,0.72,0.78,327,331,4.0,4.35,0.54,0.54,312,304,0.48,0.66,348,340
2024-01-26 19:00:00,0.78,0.78,327,331,4.2,4.35,0.54,0.54,310,304,0.56,0.66,343,340
2024-01-26 20:00:00,0.76,0.78,327,331,4.3,4.35,0.46,0.54,307,304,0.6,0.66,340,340
2024-01-26 21:00:00,0.74,0.78,328,331,4.35,4.35,0.38,0.54,303,304,0.62,0.66,336,340
2024-01-26 22:00:00,0.72,0.78,328,331,4.35,4.35,0.3,0.54,300,304,0.66,0.66,333,340
2024-01-26 23:00:00,0.7,0.78,328,331,4.35,4.35,0.28,0.54,295,304,0.64,0.66,334,340
2024-01-27 00:00:00,0.68,0.74,329,322,4.35,4.35,0.28,0.64,291,293,0.6,0.6,335,341
2024-01-27 01:00:00,0.66,0.74,329,322,4.35,4.35,0.26,0.64,286,293,0.58,0.6,336,341
2024-01-27 02:00:00,0.64,0.74,328,322,4.3,4.35,0.26,0.64,284,293,0.56,0.6,336,341
2024-01-27 03:00:00,0.64,0.74,327,322,4.25,4.35,0.28,0.64,283,293,0.56,0.6,337,341
2024-01-27 04:00:00,0.62,0.74,326,322,4.2,4.35,0.28,0.64,281,293,0.54,0.6,337,341
2024-01-27 05:00:00,0.6,0.74,327,322,4.2,4.35,0.28,0.64,284,293,0.52,0.6,338,341
2024-01-27 06:00:00,0.6,0.74,329,322,4.2,4.35,0.28,0.64,288,293,0.52,0.6,338,341
2024-01-27 07:00:00,0.58,0.74,330,322,4.2,4.35,0.28,0.64,291,293,0.5,0.6,339,341
2024-01-27 08:00:00,0.58,0.74,329,322,4.15,4.35,0.28,0.64,289,293,0.5,0.6,339,341
2024-01-27 09:00:00,0.56,0.74,328,322,4.1,4.35,0.28,0.64,287,293,0.48,0.6,339,341
2024-01-27 10:00:00,0.56,0.74,327,322,4.05,4.35,0.28,0.64,285,293,0.48,0.6,339,341
2024-01-27 11:00:00,0.58,0.74,325,322,3.95,4.35,0.36,0.64,290,293,0.44,0.6,343,341
2024-01-27 12:00:00,0.6,0.74,322,322,3.85,4.35,0.42,0.64,296,293,0.42,0.6,348,341
2024-01-27 13:00:00,0.62,0.74,320,322,3.75,4.35,0.5,0.64,301,293,0.38,0.6,352,341
2024-01-27 14:00:00,0.66,0.74,318,322,3.7,4.35,0.54,0.64,301,293,0.38,0.6,352,341
2024-01-27 15:00:00,0.7,0.74,315,322,3.7,4.35,0.6,0.64,301,293,0.36,0.6,353,341
2024-01-27 16:00:00,0.74,0.74,313,322,3.7,4.35,0.64,0.64,301,293,0.36,0.6,353,341
2024-01-27 17:00:00,0.72,0.74,313,322,3.75,4.35,0.62,0.64,299,293,0.38,0.6,351,341
2024-01-27 18:00:00,0.72,0.74,314,322,3.8,4.35,0.58,0.64,297,293,0.42,0.6,348,341
2024-01-27 19:00:00,0.7,0.74,314,322,3.85,4.35,0.56,0.64,295,293,0.44,0.6,346,341
2024-01-27 20:00:00,0.68,0.74,315,322,3.9,4.35,0.5,0.64,292,293,0.46,0.6,342,341
2024-01-27 21:00:00,0.64,0.74,315,322,3.95,4.35,0.44,0.64,289,293,0.48,0.6,337,341
2024-01-27 22:00:00,0.62,0.74,316,322,4.0,4.35,0.38,0.64,286,293,0.5,0.6,333,341
2024-01-27 23:00:00,0.6,0.74,317,322,4.0,4.35,0.38,0.64,286,293,0.48,0.6,334,341
2024-01-28 00:00:00,0.6,0.82,318,320,4.0,4.4,0.36,0.72,287,294,0.48,0.58,335,340
2024-01-28 01:00:00,0.58,0.82,319,320,4.0,4.4,0.36,0.72,287,294,0.46,0.58,336,340
2024-01-28 02:00:00,0.58,0.82,318,320,3.95,4.4,0.36,0.72,287,294,0.44,0.58,338,340
2024-01-28 03:00:00,0.58,0.82,318,320,3.9,4.4,0.38,0.72,286,294,0.44,0.58,339,340
2024-01-28 04:00:00,0.58,0.82,317,320,3.9,4.4,0.38,0.72,286,294,0.42,0.58,341,340
2024-01-28 05:00:00,0.58,0.82,320,320,4.05,4.4,0.36,0.72,287,294,0.46,0.58,340,340
2024-01-28 06:00:00,0.6,0.82,323,320,4.25,4.4,0.32,0.72,287,294,0.48,0.58,338,340
2024-01-28 07:00:00,0.6,0.82,326,320,4.4,4.4,0.3,0.72,288,294,0.52,0.58,337,340
2024-01-28 08:00:00,0.6,0.82,325,320,4.4,4.4,0.32,0.72,288,294,0.5,0.58,338,340
2024-01-28 09:00:00,0.58,0.82,325,320,4.3,4.4,0.34,0.72,289,294,0.5,0.58,340,340
2024-01-28 10:00:00,0.58,0.82,324,320,4.2,4.4,0.36,0.72,289,294,0.48,0.58,341,340
2024-01-28 11:00:00,0.62,0.82,322,320,4.1,4.4,0.44,0.72,293,294,0.44,0.58,344,340
2024-01-28 12:00:00,0.66,0.82,319,320,3.95,4.4,0.5,0.72,298,294,0.42,0.58,348,340
2024-01-28 13:00:00,0.7,0.82,317,320,3.85,4.4,0.58,0.72,302,294,0.38,0.58,351,340
2024-01-28 14:00:00,0.74,0.82,316,320,3.8,4.4,0.62,0.72,303,294,0.38,0.58,351,340
2024-01-28 15:00:00,0.78,0.82,315,320,3.8,4.4,0.68,0.72,303,294,0.38,0.58,352,340
2024-01-28 16:00:00,0.82,0.82,314,320,3.85,4.4,0.72,0.72,304,294,0.38,0.58,352,340
2024-01-28 17:00:00,0.78,0.82,316,320,3.95,4.4,0.62,0.72,301,294,0.44,0.58,346,340
2024-01-28 18:00:00,0.76,0.82,318,320,4.15,4.4,0.52,0.72,298,294,0.52,0.58,340,340
2024-01-28 19:00:00,0.72,0.82,320,320,4.25,4.4,0.42,0.72,295,294,0.58,0.58,334,340
2024-01-28 20:00:00,0.68,0.82,321,320,4.3,4.4,0.38,0.72,292,294,0.56,0.58,333,340
2024-01-28 21:00:00,0.66,0.82,321,320,4.3,4.4,0.34,0.72,290,294,0.56,0.58,333,340
2024-01-28 22:00:00,0.62,0.82,322,320,4.3,4.4,0.3,0.72,287,294,0.54,0.58,332,340
2024-01-28 23:00:00,0.6,0.82,322,320,4.3,4.4,0.3,0.72,286,294,0.52,0.58,333,340
2024-01-29 00:00:00,0.6,0.68,323,324,4.3,4.8,0.3,0.48,286,288,0.52,0.58,335,340
2024-01-29 01:00:00,0.58,0.68,323,324,4.25,4.8,0.3,0.48,285,288,0.5,0.58,336,340
2024-01-29 02:00:00,0.58,0.68,322,324,4.15,4.8,0.34,0.48,288,288,0.48,0.58,337,340
2024-01-29 03:00:00,0.6,0.68,321,324,4.05,4.8,0.38,0.48,292,288,0.46,0.58,339,340
2024-01-29 04:00:00,0.6,0.68,320,324,4.0,4.8,0.42,0.48,295,288,0.44,0.58,340,340
2024-01-29 05:00:00,0.6,0.68,322,324,4.1,4.8,0.38,0.48,291,288,0.46,0.58,340,340
2024-01-29 06:00:00,0.58,0.68,325,324,4.25,4.8,0.32,0.48,286,288,0.48,0.58,339,340
2024-01-29 07:00:00,0.58,0.68,327,324,4.35,4.8,0.28,0.48,282,288,0.5,0.58,339,340
2024-01-29 08:00:00,0.58,0.68,328,324,4.4,4.8,0.28,0.48,281,288,0.5,0.58,340,340
2024-01-29 09:00:00,0.56,0.68,329,324,4.45,4.8,0.26,0.48,280,288,0.5,0.58,340,340
2024-01-29 10:00:00,0.56,0.68,330,324,4.45,4.8,0.26,0.48,279,288,0.5,0.58,341,340
2024-01-29 11:00:00,0.56,0.68,328,324,4.4,4.8,0.3,0.48,283,288,0.48,0.58,342,340
2024-01-29 12:00:00,0.58,0.68,327,324,4.3,4.8,0.34,0.48,286,288,0.48,0.58,344,340
2024-01-29 13:00:00,0.58,0.68,325,324,4.2,4.8,0.38,0.48,290,288,0.46,0.58,345,340
2024-01-29 14:00:00,0.6,0.68,323,324,4.1,4.8,0.42,0.48,292,288,0.46,0.58,346,340
2024-01-29 15:00:00,0.64,0.68,322,324,4.0,4.8,0.44,0.48,294,288,0.44,0.58,348,340
2024-01-29 16:00:00,0.66,0.68,320,324,3.95,4.8,0.48,0.48,296,288,0.44,0.58,349,340
2024-01-29 17:00:00,0.66,0.68,320,324,4.05,4.8,0.44,0.48,292,288,0.48,0.58,345,340
2024-01-29 18:00:00,0.68,0.68,320,324,4.2,4.8,0.42,0.48,289,288,0.52,0.58,340,340
2024-01-29 19:00:00,0.68,0.68,320,324,4.35,4.8,0.38,0.48,285,288,0.56,0.58,336,340
2024-01-29 20:00:00,0.66,0.68,323,324,4.45,4.8,0.32,0.48,285,288,0.56,0.58,335,340
2024-01-29 21:00:00,0.62,0.68,326,324,4.6,4.8,0.26,0.48,286,288,0.58,0.58,334,340
2024-01-29 22:00:00,0.6,0.68,329,324,4.7,4.8,0.2,0.48,286,288,0.58,0.58,333,340
2024-01-29 23:00:00,0.58,0.68,331,324,4.8,4.8,0.18,0.48,281,288,0.56,0.58,335,340
2024-01-30 00:00:00,0.58,0.92,332,323,4.9,5.0,0.18,0.82,277,297,0.56,0.56,336,342
2024-01-30 01:00:00,0.56,0.92,334,323,4.95,5.0,0.16,0.82,272,297,0.54,0.56,338,342
2024-01-30 02:00:00,0.56,0.92,334,323,4.95,5.0,0.18,0.82,276,297,0.52,0.56,339,342
2024-01-30 03:00:00,0.56,0.92,334,323,4.9,5.0,0.2,0.82,280,297,0.52,0.56,340,342
2024-01-30 04:00:00,0.56,0.92,334,323,4.85,5.0,0.22,0.82,284,297,0.5,0.56,341,342
2024-01-30 05:00:00,0.54,0.92,336,323,4.9,5.0,0.2,0.82,288,297,0.5,0.56,341,342
2024-01-30 06:00:00,0.54,0.92,337,323,5.0,5.0,0.18,0.82,291,297,0.48,0.56,342,342
2024-01-30 07:00:00,0.52,0.92,339,323,5.0,5.0,0.16,0.82,295,297,0.48,0.56,342,342
2024-01-30 08:00:00,0.52,0.92,336,323,4.85,5.0,0.22,0.82,296,297,0.46,0.56,343,342
2024-01-30 09:00:00,0.54,0.92,334,323,4.6,5.0,0.26,0.82,297,297,0.46,0.56,345,342
2024-01-30 10:00:00,0.54,0.92,331,323,4.4,5.0,0.32,0.82,298,297,0.44,0.56,346,342
2024-01-30 11:00:00,0.6,0.92,327,323,4.2,5.0,0.42,0.82,300,297,0.42,0.56,348,342
2024-01-30 12:00:00,0.66,0.92,322,323,4.0,5.0,0.5,0.82,303,297,0.4,0.56,351,342
2024-01-30 13:00:00,0.72,0.92,318,323,3.85,5.0,0.6,0.82,305,297,0.38,0.56,353,342
2024-01-30 14:00:00,0.78,0.92,316,323,3.85,5.0,0.68,0.82,304,297,0.38,0.56,353,342
2024-01-30 15:00:00,0.86,0.92,315,323,3.9,5.0,0.74,0.82,304,297,0.4,0.56,352,342
2024-01-30 16:00:00,0.92,0.92,313,323,3.95,5.0,0.82,0.82,303,297,0.4,0.56,352,342
2024-01-30 17:00:00,0.88,0.92,313,323,3.95,5.0,0.76,0.82,301,297,0.42,0.56,349,342
2024-01-30 18:00:00,0.82,0.92,313,323,3.95,5.0,0.7,0.82,299,297,0.44,0.56,347,342
2024-01-30 19:00:00,0.78,0.92,313,323,3.95,5.0,0.64,0.82,297,297,0.46,0.56,344,342
2024-01-30 20:00:00,0.72,0.92,315,323,4.0,5.0,0.52,0.82,296,297,0.5,0.56,337,342
2024-01-30 21:00:00,0.68,0.92,316,323,4.0,5.0,0.4,0.82,294,297,0.52,0.56,331,342
2024-01-30 22:00:00,0.62,0.92,318,323,4.05,5.0,0.28,0.82,293,297,0.56,0.56,324,342
2024-01-30 23:00:00,0.58,0.92,319,323,4.1,5.0,0.26,0.82,294,297,0.54,0.56,325,342
2024-01-31 00:00:00,0.56,0.84,321,314,4.1,4.4,0.24,0.68,295,294,0.5,0.62,327,334
2024-01-31 01:00:00,0.52,0.84,322,314,4.1,4.4,0.22,0.68,296,294,0.48,0.62,328,334
2024-01-31 02:00:00,0.52,0.84,321,314,4.0,4.4,0.28,0.68,298,294,0.44,0.62,331,334
2024-01-31 03:00:00,0.52,0.84,321,314,3.9,4.4,0.32,0.68,299,294,0.42,0.62,335,334
2024-01-31 04:00:00,0.52,0.84,320,314,3.8,4.4,0.38,0.68,301,294,0.38,0.62,338,334
2024-01-31 05:00:00,0.56,0.84,318,314,3.75,4.4,0.4,0.68,298,294,0.38,0.62,339,334
2024-01-31 06:00:00,0.58,0.84,316,314,3.7,4.4,0.44,0.68,296,294,0.4,0.62,340,334
2024-01-31 07:00:00,0.62,0.84,314,314,3.7,4.4,0.46,0.68,293,294,0.4,0.62,341,334
2024-01-31 08:00:00,0.62,0.84,313,314,3.7,4.4,0.46,0.68,292,294,0.42,0.62,340,334
2024-01-31 09:00:00,0.64,0.84,313,314,3.75,4.4,0.46,0.68,290,294,0.42,0.62,339,334
2024-01-31 10:00:00,0.64,0.84,312,314,3.75,4.4,0.46,0.68,289,294,0.44,0.62,338,334
2024-01-31 11:00:00,0.66,0.84,312,314,3.75,4.4,0.5,0.68,292,294,0.42,0.62,340,334
2024-01-31 12:00:00,0.68,0.84,311,314,3.75,4.4,0.54,0.68,295,294,0.4,0.62,342,334
2024-01-31 13:00:00,0.7,0.84,311,314,3.75,4.4,0.58,0.68,298,294,0.38,0.62,344,334
2024-01-31 14:00:00,0.72,0.84,310,314,3.75,4.4,0.62,0.68,298,294,0.38,0.62,344,334
2024-01-31 15:00:00,0.76,0.84,310,314,3.75,4.4,0.64,0.68,299,294,0.38,0.62,344,334
2024-01-31 16:00:00,0.78,0.84,309,314,3.8,4.4,0.68,0.68,299,294,0.38,0.62,344,334
2024-01-31 17:00:00,0.8,0.84,309,314,3.9,4.4,0.66,0.68,297,294,0.44,0.62,339,334
2024-01-31 18:00:00,0.82,0.84,310,314,4.05,4.4,0.62,0.68,294,294,0.52,0.62,335,334
2024-01-31 19:00:00,0.84,0.84,310,314,4.2,4.4,0.6,0.68,292,294,0.58,0.62,330,334
2024-01-31 20:00:00,0.78,0.84,312,314,4.25,4.4,0.46,0.68,288,294,0.6,0.62,326,334
2024-01-31 21:00:00,0.7,0.84,313,314,4.3,4.4,0.32,0.68,284,294,0.6,0.62,322,334
2024-01-31 22:00:00,0.64,0.84,315,314,4.35,4.4,0.18,0.68,280,294,0.62,0.62,318,334
2024-01-31 23:00:00,0.6,0.84,317,314,4.4,4.4,0.16,0.68,280,294,0.58,0.62,319,334
2024-02-01 00:00:00,0.56,0.56,319,328,4.45,4.85,0.12,0.32,279,294,0.56,0.56,321,333
2024-02-01 01:00:00,0.52,0.56,321,328,4.45,4.85,0.1,0.32,279,294,0.52,0.56,322,333
2024-02-01 02:00:00,0.5,0.56,322,328,4.4,4.85,0.12,0.32,281,294,0.5,0.56,324,333
2024-02-01 03:00:00,0.48,0.56,323,328,4.35,4.85,0.14,0.32,282,294,0.46,0.56,327,333
2024-02-01 04:00:00,0.46,0.56,324,328,4.35,4.85,0.16,0.32,284,294,0.44,0.56,329,333
2024-02-01 05:00:00,0.46,0.56,326,328,4.5,4.85,0.14,0.32,278,294,0.44,0.56,330,333
2024-02-01 06:00:00,0.44,0.56,329,328,4.65,4.85,0.1,0.32,272,294,0.44,0.56,332,333
2024-02-01 07:00:00,0.44,0.56,331,328,4.8,4.85,0.08,0.32,266,294,0.44,0.56,333,333
2024-02-01 08:00:00,0.44,0.56,332,328,4.85,4.85,0.08,0.32,267,294,0.42,0.56,334,333
2024-02-01 09:00:00,0.42,0.56,333,328,4.85,4.85,0.1,0.32,269,294,0.42,0.56,335,333
2024-02-01 10:00:00,0.42,0.56,334,328,4.75,4.85,0.1,0.32,270,294,0.4,0.56,336,333
2024-02-01 11:00:00,0.42,0.56,333,328,4.6,4.85,0.16,0.32,285,294,0.38,0.56,338,333
2024-02-01 12:00:00,0.44,0.56,333,328,4.35,4.85,0.2,0.32,299,294,0.38,0.56,339,333
2024-02-01 13:00:00,0.44,0.56,332,328,4.15,4.85,0.26,0.32,314,294,0.36,0.56,341,333
2024-02-01 14:00:00,0.46,0.56,331,328,4.0,4.85,0.28,0.32,313,294,0.36,0.56,341,333
2024-02-01 15:00:00,0.48,0.56,329,328,3.85,4.85,0.3,0.32,311,294,0.38,0.56,340,333
2024-02-01 16:00:00,0.5,0.56,328,328,3.75,4.85,0.32,0.32,310,294,0.38,0.56,340,333
2024-02-01 17:00:00,0.5,0.56,328,328,3.7,4.85,0.3,0.32,307,294,0.4,0.56,338,333
2024-02-01 18:00:00,0.5,0.56,327,328,3.7,4.85,0.26,0.32,303,294,0.42,0.56,337,333
2024-02-01 19:00:00,0.5,0.56,327,328,3.7,4.85,0.24,0.32,300,294,0.44,0.56,335,333
2024-02-01 20:00:00,0.48,0.56,327,328,3.75,4.85,0.22,0.32,293,294,0.44,0.56,335,333
2024-02-01 21:00:00,0.46,0.56,328,328,3.8,4.85,0.18,0.32,286,294,0.42,0.56,334,333
2024-02-01 22:00:00,0.44,0.56,328,328,3.8,4.85,0.16,0.32,279,294,0.42,0.56,334,333
2024-02-01 23:00:00,0.44,0.56,326,328,3.8,4.85,0.18,0.32,275,294,0.4,0.56,335,333
2024-02-02 00:00:00,0.42,0.44,325,330,3.75,4.7,0.18,0.24,272,275,0.4,0.44,335,335
2024-02-02 01:00:00,0.42,0.44,323,330,3.7,4.7,0.2,0.24,268,275,0.38,0.44,336,335
2024-02-02 02:00:00,0.42,0.44,323,330,3.65,4.7,0.18,0.24,265,275,0.38,0.44,334,335
2024-02-02 03:00:00,0.4,0.44,322,330,3.65,4.7,0.18,0.24,262,275,0.36,0.44,332,335
2024-02-02 04:00:00,0.4,0.44,322,330,3.7,4.7,0.16,0.24,259,275,0.36,0.44,330,335
2024-02-02 05:00:00,0.42,0.44,325,330,3.95,4.7,0.14,0.24,255,275,0.38,0.44,331,335
2024-02-02 06:00:00,0.42,0.44,329,330,4.3,4.7,0.12,0.24,250,275,0.42,0.44,333,335
2024-02-02 07:00:00,0.44,0.44,332,330,4.55,4.7,0.1,0.24,246,275,0.44,0.44,334,335
2024-02-02 08:00:00,0.44,0.44,333,330,4.65,4.7,0.06,0.24,224,275,0.44,0.44,335,335
2024-02-02 09:00:00,0.42,0.44,335,330,4.65,4.7,0.04,0.24,202,275,0.42,0.44,335,335
2024-02-02 10:00:00,0.42,0.44,336,330,4.65,4.7,0.0,0.24,180,275,0.42,0.44,336,335
2024-02-02 11:00:00,0.42,0.44,336,330,4.65,4.7,0.0,0.24,180,275,0.42,0.44,336,335
2024-02-02 12:00:00,0.4,0.44,337,330,4.7,4.7,0.0,0.24,180,275,0.4,0.44,337,335
2024-02-02 13:00:00,0.4,0.44,337,330,4.65,4.7,0.0,0.24,180,275,0.4,0.44,337,335
2024-02-02 14:00:00,0.4,0.44,337,330,4.55,4.7,0.04,0.24,225,275,0.4,0.44,338,335
2024-02-02 15:00:00,0.4,0.44,336,330,4.4,4.7,0.1,0.24,271,275,0.38,0.44,338,335
2024-02-02 16:00:00,0.4,0.44,336,330,4.3,4.7,0.14,0.24,316,275,0.38,0.44,339,335
2024-02-02 17:00:00,0.4,0.44,335,330,4.3,4.7,0.12,0.24,310,275,0.38,0.44,338,335
2024-02-02 18:00:00,0.38,0.44,335,330,4.3,4.7,0.12,0.24,304,275,0.38,0.44,337,335
2024-02-02 19:00:00,0.38,0.44,334,330,4.25,4.7,0.1,0.24,298,275,0.38,0.44,336,335
2024-02-02 20:00:00,0.4,0.44,330,330,4.1,4.7,0.14,0.24,294,275,0.38,0.44,336,335
2024-02-02 21:00:00,0.42,0.44,327,330,3.9,4.7,0.2,0.24,289,275,0.38,0.44,335,335
2024-02-02 22:00:00,0.44,0.44,323,330,3.75,4.7,0.24,0.24,285,275,0.38,0.44,335,335
2024-02-02 23:00:00,0.44,0.44,321,330,3.7,4.7,0.24,0.24,280,275,0.38,0.44,333,335
2024-02-03 00:00:00,0.46,0.9,318,314,3.7,4.25,0.22,0.72,274,294,0.4,0.58,331,325
2024-02-03 01:00:00,0.46,0.9,316,314,3.7,4.25,0.22,0.72,269,294,0.4,0.58,329,325
2024-02-03 02:00:00,0.46,0.9,316,314,3.7,4.25,0.18,0.72,270,294,0.4,0.58,326,325
2024-02-03 03:00:00,0.44,0.9,316,314,3.7,4.25,0.16,0.72,272,294,0.42,0.58,322,325
2024-02-03 04:00:00,0.44,0.9,316,314,3.75,4.25,0.12,0.72,273,294,0.42,0.58,319,325
2024-02-03 05:00:00,0.44,0.9,317,314,3.8,4.25,0.1,0.72,278,294,0.42,0.58,319,325
2024-02-03 06:00:00,0.42,0.9,319,314,3.9,4.25,0.06,0.72,284,294,0.42,0.58,320,325
2024-02-03 07:00:00,0.42,0.9,320,314,3.95,4.25,0.04,0.72,289,294,0.42,0.58,320,325
2024-02-03 08:00:00,0.42,0.9,320,314,4.0,4.25,0.04,0.72,291,294,0.42,0.58,320,325
2024-02-03 09:00:00,0.44,0.9,321,314,4.1,4.25,0.06,0.72,293,294,0.44,0.58,321,325
2024-02-03 10:00:00,0.44,0.9,321,314,4.1,4.25,0.06,0.72,295,294,0.44,0.58,321,325
2024-02-03 11:00:00,0.46,0.9,320,314,4.05,4.25,0.14,0.72,298,294,0.44,0.58,322,325
2024-02-03 12:00:00,0.5,0.9,320,314,3.95,4.25,0.22,0.72,302,294,0.42,0.58,324,325
2024-02-03 13:00:00,0.52,0.9,319,314,3.85,4.25,0.3,0.72,305,294,0.42,0.58,325,325
2024-02-03 14:00:00,0.6,0.9,316,314,3.75,4.25,0.42,0.72,303,294,0.38,0.58,331,325
2024-02-03 15:00:00,0.66,0.9,312,314,3.7,4.25,0.54,0.72,302,294,0.36,0.58,338,325
2024-02-03 16:00:00,0.74,0.9,309,314,3.7,4.25,0.66,0.72,300,294,0.32,0.58,344,325
2024-02-03 17:00:00,0.8,0.9,309,314,3.85,4.25,0.68,0.72,299,294,0.4,0.58,338,325
2024-02-03 18:00:00,0.84,0.9,308,314,4.1,4.25,0.7,0.72,298,294,0.46,0.58,333,325
2024-02-03 19:00:00,0.9,0.9,308,314,4.25,4.25,0.72,0.72,297,294,0.54,0.58,327,325
2024-02-03 20:00:00,0.86,0.9,308,314,4.25,4.25,0.64,0.72,295,294,0.56,0.58,325,325
2024-02-03 21:00:00,0.8,0.9,309,314,4.2,4.25,0.56,0.72,292,294,0.56,0.58,323,325
2024-02-03 22:00:00,0.76,0.9,309,314,4.15,4.25,0.48,0.72,290,294,0.58,0.58,321,325
2024-02-03 23:00:00,0.72,0.9,309,314,4.1,4.25,0.42,0.72,286,294,0.58,0.58,320,325
2024-02-04 00:00:00,0.68,0.84,309,310,4.1,4.35,0.38,0.8,282,295,0.56,0.74,318,321
2024-02-04 01:00:00,0.64,0.84,309,310,4.05,4.35,0.32,0.8,278,295,0.56,0.74,317,321
2024-02-04 02:00:00,0.62,0.84,309,310,4.0,4.35,0.28,0.8,276,295,0.54,0.74,316,321
2024-02-04 03:00:00,0.58,0.84,309,310,3.95,4.35,0.26,0.8,274,295,0.54,0.74,316,321
2024-02-04 04:00:00,0.56,0.84,309,310,3.9,4.35,0.22,0.8,272,295,0.52,0.74,315,321
2024-02-04 05:00:00,0.58,0.84,307,310,3.8,4.35,0.3,0.8,276,295,0.48,0.74,318,321
2024-02-04 06:00:00,0.6,0.84,306,310,3.7,4.35,0.38,0.8,281,295,0.46,0.74,322,321
2024-02-04 07:00:00,0.62,0.84,304,310,3.65,4.35,0.46,0.8,285,295,0.42,0.74,325,321
2024-02-04 08:00:00,0.64,0.84,303,310,3.6,4.35,0.5,0.8,287,295,0.4,0.74,329,321
2024-02-04 09:00:00,0.66,0.84,301,310,3.6,4.35,0.56,0.8,288,295,0.36,0.74,332,321
2024-02-04 10:00:00,0.68,0.84,300,310,3.6,4.35,0.6,0.8,290,295,0.34,0.74,336,321
2024-02-04 11:00:00,0.74,0.84,302,310,3.65,4.35,0.66,0.8,295,295,0.3,0.74,333,321
2024-02-04 12:00:00,0.78,0.84,304,310,3.7,4.35,0.74,0.8,300,295,0.28,0.74,331,321
2024-02-04 13:00:00,0.84,0.84,306,310,3.75,4.35,0.8,0.8,305,295,0.24,0.74,328,321
2024-02-04 14:00:00,0.82,0.84,309,310,3.8,4.35,0.76,0.8,308,295,0.3,0.74,324,321
2024-02-04 15:00:00,0.8,0.84,311,310,3.8,4.35,0.7,0.8,310,295,0.38,0.74,320,321
2024-02-04 16:00:00,0.78,0.84,314,310,3.85,4.35,0.66,0.8,313,295,0.44,0.74,316,321
2024-02-04 17:00:00,0.78,0.84,315,310,3.95,4.35,0.54,0.8,310,295,0.54,0.74,317,321
2024-02-04 18:00:00,0.8,0.84,317,310,4.15,4.35,0.44,0.8,307,295,0.64,0.74,319,321
2024-02-04 19:00:00,0.8,0.84,318,310,4.25,4.35,0.32,0.8,304,295,0.74,0.74,320,321
2024-02-04 20:00:00,0.74,0.84,319,310,4.3,4.35,0.22,0.8,263,295,0.7,0.74,321,321
2024-02-04 21:00:00,0.68,0.84,321,310,4.35,4.35,0.1,0.8,221,295,0.66,0.74,321,321
2024-02-04 22:00:00,0.62,0.84,322,310,4.35,4.35,0.0,0.8,180,295,0.62,0.74,322,321
2024-02-04 23:00:00,0.58,0.84,323,310,4.35,4.35,0.0,0.8,180,295,0.58,0.74,323,321
2024-02-05 00:00:00,0.56,0.68,325,327,4.4,4.8,0.0,0.58,180,308,0.56,0.56,325,333
2024-02-05 01:00:00,0.52,0.68,326,327,4.4,4.8,0.0,0.58,180,308,0.52,0.56,326,333
2024-02-05 02:00:00,0.5,0.68,327,327,4.4,4.8,0.0,0.58,180,308,0.5,0.56,327,333
2024-02-05 03:00:00,0.48,0.68,329,327,4.35,4.8,0.0,0.58,180,308,0.48,0.56,329,333
2024-02-05 04:00:00,0.46,0.68,330,327,4.4,4.8,0.0,0.58,180,308,0.46,0.56,330,333
2024-02-05 05:00:00,0.48,0.68,331,327,4.5,4.8,0.0,0.58,180,308,0.48,0.56,331,333
2024-02-05 06:00:00,0.48,0.68,331,327,4.7,4.8,0.0,0.58,180,308,0.48,0.56,331,333
2024-02-05 07:00:00,0.5,0.68,332,327,4.8,4.8,0.0,0.58,180,308,0.5,0.56,332,333
